probe_id,mirna_name
bmo-miR-3266_st,bmo-miR-3266
bmo-miR-3267a_st,bmo-miR-3267a
bmo-miR-3267b_st,bmo-miR-3267b
bmo-miR-3267c_st,bmo-miR-3267c
bmo-miR-3268-star_st,bmo-miR-3268-star
bmo-miR-3268_st,bmo-miR-3268
bmo-miR-3269_st,bmo-miR-3269
bmo-miR-3270_st,bmo-miR-3270
bmo-miR-3271_st,bmo-miR-3271
bmo-miR-3272_st,bmo-miR-3272
bmo-miR-3273_st,bmo-miR-3273
bmo-miR-3274_st,bmo-miR-3274
bmo-miR-3275_st,bmo-miR-3275
bmo-miR-3276_st,bmo-miR-3276
bmo-miR-3277_st,bmo-miR-3277
bmo-miR-3278_st,bmo-miR-3278
bmo-miR-3279_st,bmo-miR-3279
bmo-miR-3280_st,bmo-miR-3280
bmo-miR-3281_st,bmo-miR-3281
bmo-miR-3282_st,bmo-miR-3282
bmo-miR-3283_st,bmo-miR-3283
bmo-miR-3284_st,bmo-miR-3284
bmo-miR-3285_st,bmo-miR-3285
bmo-miR-3286-star_st,bmo-miR-3286-star
bmo-miR-3286_st,bmo-miR-3286
bmo-miR-3287_st,bmo-miR-3287
bmo-miR-3288_st,bmo-miR-3288
bmo-miR-3289_st,bmo-miR-3289
bmo-miR-3290_st,bmo-miR-3290
bmo-miR-3291_st,bmo-miR-3291
bmo-miR-3292_st,bmo-miR-3292
bmo-miR-3293_st,bmo-miR-3293
bmo-miR-3294_st,bmo-miR-3294
bmo-miR-3295_st,bmo-miR-3295
bmo-miR-3296-star_st,bmo-miR-3296-star
bmo-miR-3296_st,bmo-miR-3296
bmo-miR-3297-star_st,bmo-miR-3297-star
bmo-miR-3297_st,bmo-miR-3297
bmo-miR-3298_st,bmo-miR-3298
bmo-miR-3299_st,bmo-miR-3299
bmo-miR-33-star_st,bmo-miR-33-star
bmo-miR-3301_st,bmo-miR-3301
bmo-miR-3302_st,bmo-miR-3302
bmo-miR-3303_st,bmo-miR-3303
bmo-miR-3304a_st,bmo-miR-3304a
bmo-miR-3305_st,bmo-miR-3305
bmo-miR-3306_st,bmo-miR-3306
bmo-miR-3307_st,bmo-miR-3307
bmo-miR-3308-star_st,bmo-miR-3308-star
bmo-miR-3308_st,bmo-miR-3308
bmo-miR-3309_st,bmo-miR-3309
bmo-miR-3310_st,bmo-miR-3310
bmo-miR-3311_st,bmo-miR-3311
bmo-miR-3312_st,bmo-miR-3312
bmo-miR-3314_st,bmo-miR-3314
bmo-miR-3315_st,bmo-miR-3315
bmo-miR-3316_st,bmo-miR-3316
bmo-miR-3317_st,bmo-miR-3317
bmo-miR-3318_st,bmo-miR-3318
bmo-miR-3319_st,bmo-miR-3319
bmo-miR-3321_st,bmo-miR-3321
bmo-miR-3322_st,bmo-miR-3322
bmo-miR-3323_st,bmo-miR-3323
bmo-miR-3324_st,bmo-miR-3324
bmo-miR-3325_st,bmo-miR-3325
bmo-miR-3326_st,bmo-miR-3326
bmo-miR-3327-star_st,bmo-miR-3327-star
bmo-miR-3327_st,bmo-miR-3327
bmo-miR-3328_st,bmo-miR-3328
bmo-miR-3329_st,bmo-miR-3329
bmo-miR-3330_st,bmo-miR-3330
bmo-miR-3332_st,bmo-miR-3332
bmo-miR-3333_st,bmo-miR-3333
bmo-miR-3334_st,bmo-miR-3334
bmo-miR-3335_st,bmo-miR-3335
bmo-miR-3336_st,bmo-miR-3336
bmo-miR-3337_st,bmo-miR-3337
bmo-miR-3338-star_st,bmo-miR-3338-star
bmo-miR-3338_st,bmo-miR-3338
bmo-miR-3339_st,bmo-miR-3339
bmo-miR-3340_st,bmo-miR-3340
bmo-miR-3342_st,bmo-miR-3342
bmo-miR-3343_st,bmo-miR-3343
bmo-miR-3344_st,bmo-miR-3344
bmo-miR-3345_st,bmo-miR-3345
bmo-miR-3347a_st,bmo-miR-3347a
bmo-miR-3347b_st,bmo-miR-3347b
bmo-miR-3348_st,bmo-miR-3348
bmo-miR-3350_st,bmo-miR-3350
bmo-miR-3351_st,bmo-miR-3351
bmo-miR-3352_st,bmo-miR-3352
bmo-miR-3353_st,bmo-miR-3353
bmo-miR-3354_st,bmo-miR-3354
bmo-miR-3355_st,bmo-miR-3355
bmo-miR-3356_st,bmo-miR-3356
bmo-miR-3357_st,bmo-miR-3357
bmo-miR-3358_st,bmo-miR-3358
bmo-miR-3359_st,bmo-miR-3359
bmo-miR-3360_st,bmo-miR-3360
bmo-miR-3361_st,bmo-miR-3361
bmo-miR-3362_st,bmo-miR-3362
bmo-miR-3363_st,bmo-miR-3363
bmo-miR-3364_st,bmo-miR-3364
bmo-miR-3365_st,bmo-miR-3365
bmo-miR-3366_st,bmo-miR-3366
bmo-miR-3367_st,bmo-miR-3367
bmo-miR-3368_st,bmo-miR-3368
bmo-miR-3369_st,bmo-miR-3369
bmo-miR-3370_st,bmo-miR-3370
bmo-miR-3371_st,bmo-miR-3371
bmo-miR-3372-star_st,bmo-miR-3372-star
bmo-miR-3372_st,bmo-miR-3372
bmo-miR-3373-star_st,bmo-miR-3373-star
bmo-miR-3373_st,bmo-miR-3373
bmo-miR-3374-star_st,bmo-miR-3374-star
bmo-miR-3374_st,bmo-miR-3374
bmo-miR-3375-star_st,bmo-miR-3375-star
bmo-miR-3375_st,bmo-miR-3375
bmo-miR-3377-star_st,bmo-miR-3377-star
bmo-miR-3377_st,bmo-miR-3377
bmo-miR-3378-star_st,bmo-miR-3378-star
bmo-miR-3378_st,bmo-miR-3378
bmo-miR-3379-star_st,bmo-miR-3379-star
bmo-miR-3379_st,bmo-miR-3379
bmo-miR-3381-star_st,bmo-miR-3381-star
bmo-miR-3381_st,bmo-miR-3381
bmo-miR-3382-star_st,bmo-miR-3382-star
bmo-miR-3382_st,bmo-miR-3382
bmo-miR-3383-star_st,bmo-miR-3383-star
bmo-miR-3383_st,bmo-miR-3383
bmo-miR-3384-star_st,bmo-miR-3384-star
bmo-miR-3384_st,bmo-miR-3384
bmo-miR-3385-star_st,bmo-miR-3385-star
bmo-miR-3385_st,bmo-miR-3385
bmo-miR-3386-star_st,bmo-miR-3386-star
bmo-miR-3386_st,bmo-miR-3386
bmo-miR-3387-star_st,bmo-miR-3387-star
bmo-miR-3387_st,bmo-miR-3387
bmo-miR-3388-star_st,bmo-miR-3388-star
bmo-miR-3388_st,bmo-miR-3388
bmo-miR-3389-star_st,bmo-miR-3389-star
bmo-miR-3389_st,bmo-miR-3389
bmo-miR-3391-star_st,bmo-miR-3391-star
bmo-miR-3391_st,bmo-miR-3391
bmo-miR-3392_st,bmo-miR-3392
bmo-miR-3393_st,bmo-miR-3393
bmo-miR-3394_st,bmo-miR-3394
bmo-miR-3395_st,bmo-miR-3395
bmo-miR-3396_st,bmo-miR-3396
bmo-miR-3397_st,bmo-miR-3397
bmo-miR-3398_st,bmo-miR-3398
bmo-miR-3399_st,bmo-miR-3399
bmo-miR-33_st,bmo-miR-33
bmo-miR-34-star_st,bmo-miR-34-star
bmo-miR-3400_st,bmo-miR-3400
bmo-miR-3401_st,bmo-miR-3401
bmo-miR-3402_st,bmo-miR-3402
bmo-miR-3403_st,bmo-miR-3403
bmo-miR-3404_st,bmo-miR-3404
bmo-miR-3405_st,bmo-miR-3405
bmo-miR-3406-star_st,bmo-miR-3406-star
bmo-miR-3406_st,bmo-miR-3406
bmo-miR-3407_st,bmo-miR-3407
bmo-miR-3408_st,bmo-miR-3408
bmo-miR-3409_st,bmo-miR-3409
bmo-miR-3410_st,bmo-miR-3410
bmo-miR-3411_st,bmo-miR-3411
bmo-miR-3412_st,bmo-miR-3412
bmo-miR-3413_st,bmo-miR-3413
bmo-miR-3414-star_st,bmo-miR-3414-star
bmo-miR-3414_st,bmo-miR-3414
bmo-miR-3415_st,bmo-miR-3415
bmo-miR-3416_st,bmo-miR-3416
bmo-miR-3417_st,bmo-miR-3417
bmo-miR-3418_st,bmo-miR-3418
bmo-miR-3419_st,bmo-miR-3419
bmo-miR-3420_st,bmo-miR-3420
bmo-miR-3421_st,bmo-miR-3421
bmo-miR-3422_st,bmo-miR-3422
bmo-miR-3423_st,bmo-miR-3423
bmo-miR-3424_st,bmo-miR-3424
bmo-miR-3425_st,bmo-miR-3425
bmo-miR-3426_st,bmo-miR-3426
bmo-miR-3427_st,bmo-miR-3427
bmo-miR-3428_st,bmo-miR-3428
bmo-miR-3429_st,bmo-miR-3429
bmo-miR-3430_st,bmo-miR-3430
bmo-miR-34_st,bmo-miR-34
bmo-miR-375-star_st,bmo-miR-375-star
bmo-miR-375_st,bmo-miR-375
bmo-miR-7-star_st,bmo-miR-7-star
bmo-miR-71-star_st,bmo-miR-71-star
bmo-miR-71_st,bmo-miR-71
bmo-miR-745-star_st,bmo-miR-745-star
bmo-miR-745_st,bmo-miR-745
bmo-miR-750-star_st,bmo-miR-750-star
bmo-miR-750_st,bmo-miR-750
bmo-miR-79-star_st,bmo-miR-79-star
bmo-miR-79_st,bmo-miR-79
bmo-miR-7_st,bmo-miR-7
bmo-miR-8-star_st,bmo-miR-8-star
bmo-miR-87_st,bmo-miR-87
bmo-miR-8_st,bmo-miR-8
bmo-miR-927-star_st,bmo-miR-927-star
bmo-miR-927_st,bmo-miR-927
bmo-miR-929-star_st,bmo-miR-929-star
bmo-miR-929_st,bmo-miR-929
bmo-miR-92a_st,bmo-miR-92a
bmo-miR-92b_st,bmo-miR-92b
bmo-miR-932_st,bmo-miR-932
bmo-miR-965-star_st,bmo-miR-965-star
bmo-miR-965_st,bmo-miR-965
bmo-miR-970-star_st,bmo-miR-970-star
bmo-miR-970_st,bmo-miR-970
bmo-miR-989b_st,bmo-miR-989b
bmo-miR-989_st,bmo-miR-989
bmo-miR-993a-star_st,bmo-miR-993a-star
bmo-miR-993a_st,bmo-miR-993a
bmo-miR-993b-star_st,bmo-miR-993b-star
bmo-miR-993b_st,bmo-miR-993b
bmo-miR-998_st,bmo-miR-998
bmo-miR-9a-star_st,bmo-miR-9a-star
bmo-miR-9a_st,bmo-miR-9a
bmo-miR-9b-star_st,bmo-miR-9b-star
bmo-miR-9b_st,bmo-miR-9b
bmo-miR-9c-star_st,bmo-miR-9c-star
bmo-miR-9c_st,bmo-miR-9c
bmo-miR-9d_st,bmo-miR-9d
bmo-miR-iab-4-3p_st,bmo-miR-iab-4-3p
bmo-miR-iab-4-5p_st,bmo-miR-iab-4-5p
bmo-miR-iab-8_st,bmo-miR-iab-8
bna-miR1140_st,bna-miR1140
bna-miR156a_st,bna-miR156a
bna-miR156b_st,bna-miR156b
bna-miR156c_st,bna-miR156c
bna-miR159_st,bna-miR159
bna-miR161_st,bna-miR161
bna-miR164_st,bna-miR164
bna-miR166a_st,bna-miR166a
bna-miR166b_st,bna-miR166b
bna-miR166c_st,bna-miR166c
bna-miR166d_st,bna-miR166d
bna-miR167a_st,bna-miR167a
bna-miR167b_st,bna-miR167b
bna-miR167c_st,bna-miR167c
bna-miR168_st,bna-miR168
bna-miR169a_st,bna-miR169a
bna-miR169b_st,bna-miR169b
bna-miR169c_st,bna-miR169c
bna-miR169d_st,bna-miR169d
bna-miR169e_st,bna-miR169e
bna-miR169f_st,bna-miR169f
bna-miR169g_st,bna-miR169g
bna-miR169h_st,bna-miR169h
bna-miR169i_st,bna-miR169i
bna-miR169j_st,bna-miR169j
bna-miR169k_st,bna-miR169k
bna-miR169l_st,bna-miR169l
bna-miR169m_st,bna-miR169m
bna-miR171a_st,bna-miR171a
bna-miR171b_st,bna-miR171b
bna-miR171c_st,bna-miR171c
bna-miR171d_st,bna-miR171d
bna-miR171e_st,bna-miR171e
bna-miR171f_st,bna-miR171f
bna-miR171g_st,bna-miR171g
bna-miR2111a-star_st,bna-miR2111a-star
bna-miR2111a_st,bna-miR2111a
bna-miR2111b-star_st,bna-miR2111b-star
bna-miR2111b_st,bna-miR2111b
bna-miR390a_st,bna-miR390a
bna-miR390b_st,bna-miR390b
bna-miR390c_st,bna-miR390c
bna-miR393_st,bna-miR393
bna-miR396a_st,bna-miR396a
bna-miR397a_st,bna-miR397a
bna-miR397b_st,bna-miR397b
bna-miR399_st,bna-miR399
bna-miR824_st,bna-miR824
bol-miR157a_st,bol-miR157a
bol-miR171a_st,bol-miR171a
bol-miR172a_st,bol-miR172a
bol-miR172b_st,bol-miR172b
bol-miR398a-star_st,bol-miR398a-star
bol-miR398a_st,bol-miR398a
bol-miR824_st,bol-miR824
bpcv1-miR-B1_st,bpcv1-miR-B1
bpcv2-miR-B1_st,bpcv2-miR-B1
bra-miR157a_st,bra-miR157a
bra-miR159a_st,bra-miR159a
bra-miR160a-star_st,bra-miR160a-star
bra-miR160a_st,bra-miR160a
bra-miR164a_st,bra-miR164a
bra-miR167a_st,bra-miR167a
bra-miR167b_st,bra-miR167b
bra-miR167c_st,bra-miR167c
bra-miR167d_st,bra-miR167d
bra-miR171a_st,bra-miR171a
bra-miR171b_st,bra-miR171b
bra-miR171c_st,bra-miR171c
bra-miR171d_st,bra-miR171d
bra-miR171e_st,bra-miR171e
bra-miR172a_st,bra-miR172a
bra-miR172b-star_st,bra-miR172b-star
bra-miR172b_st,bra-miR172b
bra-miR1885_st,bra-miR1885
bra-miR2111a-star_st,bra-miR2111a-star
bra-miR2111a_st,bra-miR2111a
bra-miR2111b-star_st,bra-miR2111b-star
bra-miR2111b_st,bra-miR2111b
bra-miR824_st,bra-miR824
bta-miR-100_st,bta-miR-100
bta-miR-101_st,bta-miR-101
bta-miR-103_st,bta-miR-103
bta-miR-105a_st,bta-miR-105a
bta-miR-105b_st,bta-miR-105b
bta-miR-106b_st,bta-miR-106b
bta-miR-106_st,bta-miR-106
bta-miR-107_st,bta-miR-107
bta-miR-10a_st,bta-miR-10a
bta-miR-10b_st,bta-miR-10b
bta-miR-1179_st,bta-miR-1179
bta-miR-1185_st,bta-miR-1185
bta-miR-1193_st,bta-miR-1193
bta-miR-1197_st,bta-miR-1197
bta-miR-1224_st,bta-miR-1224
bta-miR-1225-3p_st,bta-miR-1225-3p
bta-miR-122_st,bta-miR-122
bta-miR-1248_st,bta-miR-1248
bta-miR-1249_st,bta-miR-1249
bta-miR-124a_st,bta-miR-124a
bta-miR-124b_st,bta-miR-124b
bta-miR-1251_st,bta-miR-1251
bta-miR-1256_st,bta-miR-1256
bta-miR-125a_st,bta-miR-125a
bta-miR-125b_st,bta-miR-125b
bta-miR-126-star_st,bta-miR-126-star
bta-miR-126_st,bta-miR-126
bta-miR-1271_st,bta-miR-1271
bta-miR-127_st,bta-miR-127
bta-miR-1281_st,bta-miR-1281
bta-miR-1282_st,bta-miR-1282
bta-miR-1284_st,bta-miR-1284
bta-miR-1287_st,bta-miR-1287
bta-miR-128_st,bta-miR-128
bta-miR-129-3p_st,bta-miR-129-3p
bta-miR-129-5p_st,bta-miR-129-5p
bta-miR-1291_st,bta-miR-1291
bta-miR-1296_st,bta-miR-1296
bta-miR-1298_st,bta-miR-1298
bta-miR-129_st,bta-miR-129
bta-miR-1301_st,bta-miR-1301
bta-miR-1306_st,bta-miR-1306
bta-miR-1307_st,bta-miR-1307
bta-miR-130a_st,bta-miR-130a
bta-miR-130b_st,bta-miR-130b
bta-miR-132_st,bta-miR-132
bta-miR-133a_st,bta-miR-133a
bta-miR-133b_st,bta-miR-133b
bta-miR-1343-star_st,bta-miR-1343-star
bta-miR-1343_st,bta-miR-1343
bta-miR-134_st,bta-miR-134
bta-miR-135a_st,bta-miR-135a
bta-miR-135b_st,bta-miR-135b
bta-miR-136_st,bta-miR-136
bta-miR-137_st,bta-miR-137
bta-miR-1388-3p_st,bta-miR-1388-3p
bta-miR-1388-5p_st,bta-miR-1388-5p
bta-miR-138_st,bta-miR-138
bta-miR-139_st,bta-miR-139
bta-miR-140_st,bta-miR-140
bta-miR-141_st,bta-miR-141
bta-miR-142-star_st,bta-miR-142-star
bta-miR-142_st,bta-miR-142
bta-miR-1434-star_st,bta-miR-1434-star
bta-miR-1434_st,bta-miR-1434
bta-miR-143_st,bta-miR-143
bta-miR-144_st,bta-miR-144
bta-miR-145_st,bta-miR-145
bta-miR-1468_st,bta-miR-1468
bta-miR-146a_st,bta-miR-146a
bta-miR-146b_st,bta-miR-146b
bta-miR-147_st,bta-miR-147
bta-miR-148a_st,bta-miR-148a
bta-miR-148b_st,bta-miR-148b
bta-miR-150_st,bta-miR-150
bta-miR-151-star_st,bta-miR-151-star
bta-miR-151_st,bta-miR-151
bta-miR-152_st,bta-miR-152
bta-miR-153_st,bta-miR-153
bta-miR-154_st,bta-miR-154
bta-miR-155_st,bta-miR-155
bta-miR-1584-star_st,bta-miR-1584-star
bta-miR-1584_st,bta-miR-1584
bta-miR-15a_st,bta-miR-15a
bta-miR-15b_st,bta-miR-15b
bta-miR-1603_st,bta-miR-1603
bta-miR-16a_st,bta-miR-16a
bta-miR-16b_st,bta-miR-16b
bta-miR-17-3p_st,bta-miR-17-3p
bta-miR-17-5p_st,bta-miR-17-5p
bta-miR-1721_st,bta-miR-1721
bta-miR-1777a_st,bta-miR-1777a
bta-miR-1777b_st,bta-miR-1777b
bta-miR-1814a_st,bta-miR-1814a
bta-miR-1814b_st,bta-miR-1814b
bta-miR-1814c_st,bta-miR-1814c
bta-miR-181a_st,bta-miR-181a
bta-miR-181b_st,bta-miR-181b
bta-miR-181c_st,bta-miR-181c
bta-miR-181d_st,bta-miR-181d
bta-miR-182_st,bta-miR-182
bta-miR-1835_st,bta-miR-1835
bta-miR-1839_st,bta-miR-1839
bta-miR-183_st,bta-miR-183
bta-miR-1843_st,bta-miR-1843
bta-miR-184_st,bta-miR-184
bta-miR-185_st,bta-miR-185
bta-miR-186_st,bta-miR-186
bta-miR-187_st,bta-miR-187
bta-miR-188_st,bta-miR-188
bta-miR-18a_st,bta-miR-18a
bta-miR-18b_st,bta-miR-18b
bta-miR-190a_st,bta-miR-190a
bta-miR-190b_st,bta-miR-190b
bta-miR-191_st,bta-miR-191
bta-miR-192_st,bta-miR-192
bta-miR-193a-3p_st,bta-miR-193a-3p
bta-miR-193a-5p_st,bta-miR-193a-5p
bta-miR-193a_st,bta-miR-193a
bta-miR-193b_st,bta-miR-193b
bta-miR-1940_st,bta-miR-1940
bta-miR-194_st,bta-miR-194
bta-miR-195_st,bta-miR-195
bta-miR-196a_st,bta-miR-196a
bta-miR-196b_st,bta-miR-196b
bta-miR-197_st,bta-miR-197
bta-miR-199a-3p_st,bta-miR-199a-3p
bta-miR-199a-5p_st,bta-miR-199a-5p
bta-miR-199b_st,bta-miR-199b
bta-miR-199c_st,bta-miR-199c
bta-miR-19a_st,bta-miR-19a
bta-miR-19b_st,bta-miR-19b
bta-miR-1_st,bta-miR-1
bta-miR-200a_st,bta-miR-200a
bta-miR-200b_st,bta-miR-200b
bta-miR-200c_st,bta-miR-200c
bta-miR-202_st,bta-miR-202
bta-miR-204_st,bta-miR-204
bta-miR-205_st,bta-miR-205
bta-miR-206_st,bta-miR-206
bta-miR-208a_st,bta-miR-208a
bta-miR-208b_st,bta-miR-208b
bta-miR-20a_st,bta-miR-20a
bta-miR-20b_st,bta-miR-20b
bta-miR-21-star_st,bta-miR-21-star
bta-miR-210_st,bta-miR-210
bta-miR-211_st,bta-miR-211
bta-miR-212_st,bta-miR-212
bta-miR-214_st,bta-miR-214
bta-miR-215_st,bta-miR-215
bta-miR-216a_st,bta-miR-216a
bta-miR-216b_st,bta-miR-216b
bta-miR-217_st,bta-miR-217
bta-miR-218_st,bta-miR-218
bta-miR-219-3p_st,bta-miR-219-3p
bta-miR-219-5p_st,bta-miR-219-5p
bta-miR-21_st,bta-miR-21
bta-miR-22-3p_st,bta-miR-22-3p
bta-miR-22-5p_st,bta-miR-22-5p
bta-miR-221_st,bta-miR-221
bta-miR-222_st,bta-miR-222
bta-miR-223_st,bta-miR-223
bta-miR-224_st,bta-miR-224
bta-miR-2284a_st,bta-miR-2284a
bta-miR-2284b_st,bta-miR-2284b
bta-miR-2284c_st,bta-miR-2284c
bta-miR-2284d_st,bta-miR-2284d
bta-miR-2284e_st,bta-miR-2284e
bta-miR-2284f_st,bta-miR-2284f
bta-miR-2284g_st,bta-miR-2284g
bta-miR-2284h-star_st,bta-miR-2284h-star
bta-miR-2284h_st,bta-miR-2284h
bta-miR-2284i_st,bta-miR-2284i
bta-miR-2284j_st,bta-miR-2284j
bta-miR-2284k_st,bta-miR-2284k
bta-miR-2284l_st,bta-miR-2284l
bta-miR-2284m_st,bta-miR-2284m
bta-miR-2284n_st,bta-miR-2284n
bta-miR-2284o_st,bta-miR-2284o
bta-miR-2284p_st,bta-miR-2284p
bta-miR-2284q_st,bta-miR-2284q
bta-miR-2284r_st,bta-miR-2284r
bta-miR-2284s_st,bta-miR-2284s
bta-miR-2284t-star_st,bta-miR-2284t-star
bta-miR-2284t_st,bta-miR-2284t
bta-miR-2284u_st,bta-miR-2284u
bta-miR-2284v_st,bta-miR-2284v
bta-miR-2284w_st,bta-miR-2284w
bta-miR-2284x_st,bta-miR-2284x
bta-miR-2285a_st,bta-miR-2285a
bta-miR-2285b_st,bta-miR-2285b
bta-miR-2285c_st,bta-miR-2285c
bta-miR-2285d_st,bta-miR-2285d
bta-miR-2286_st,bta-miR-2286
bta-miR-2287_st,bta-miR-2287
bta-miR-2288_st,bta-miR-2288
bta-miR-2289_st,bta-miR-2289
bta-miR-2290_st,bta-miR-2290
bta-miR-2291_st,bta-miR-2291
bta-miR-2292_st,bta-miR-2292
bta-miR-2293_st,bta-miR-2293
bta-miR-2294_st,bta-miR-2294
bta-miR-2295_st,bta-miR-2295
bta-miR-2296_st,bta-miR-2296
bta-miR-2297_st,bta-miR-2297
bta-miR-2298_st,bta-miR-2298
bta-miR-2299-3p_st,bta-miR-2299-3p
bta-miR-2299-5p_st,bta-miR-2299-5p
bta-miR-2300a-5p_st,bta-miR-2300a-5p
bta-miR-2300b-3p_st,bta-miR-2300b-3p
bta-miR-2301_st,bta-miR-2301
bta-miR-2302_st,bta-miR-2302
bta-miR-2303_st,bta-miR-2303
bta-miR-2304_st,bta-miR-2304
bta-miR-2305_st,bta-miR-2305
bta-miR-2306_st,bta-miR-2306
bta-miR-2307_st,bta-miR-2307
bta-miR-2308_st,bta-miR-2308
bta-miR-2309_st,bta-miR-2309
bta-miR-2310_st,bta-miR-2310
bta-miR-2311_st,bta-miR-2311
bta-miR-2312_st,bta-miR-2312
bta-miR-2313-star_st,bta-miR-2313-star
bta-miR-2313_st,bta-miR-2313
bta-miR-2314_st,bta-miR-2314
bta-miR-2315_st,bta-miR-2315
bta-miR-2316_st,bta-miR-2316
bta-miR-2317_st,bta-miR-2317
bta-miR-2318_st,bta-miR-2318
bta-miR-2319a_st,bta-miR-2319a
bta-miR-2319b_st,bta-miR-2319b
bta-miR-2320-star_st,bta-miR-2320-star
bta-miR-2320_st,bta-miR-2320
bta-miR-2321_st,bta-miR-2321
bta-miR-2322-star_st,bta-miR-2322-star
bta-miR-2322_st,bta-miR-2322
bta-miR-2323_st,bta-miR-2323
bta-miR-2324_st,bta-miR-2324
bta-miR-2325a_st,bta-miR-2325a
bta-miR-2325b_st,bta-miR-2325b
bta-miR-2325c_st,bta-miR-2325c
bta-miR-2326_st,bta-miR-2326
bta-miR-2327_st,bta-miR-2327
bta-miR-2328-star_st,bta-miR-2328-star
bta-miR-2328_st,bta-miR-2328
bta-miR-2329-3p_st,bta-miR-2329-3p
bta-miR-2329-5p_st,bta-miR-2329-5p
bta-miR-2330-star_st,bta-miR-2330-star
bta-miR-2330_st,bta-miR-2330
bta-miR-2331-star_st,bta-miR-2331-star
bta-miR-2331_st,bta-miR-2331
bta-miR-2332_st,bta-miR-2332
bta-miR-2333_st,bta-miR-2333
bta-miR-2334_st,bta-miR-2334
bta-miR-2335_st,bta-miR-2335
bta-miR-2336_st,bta-miR-2336
bta-miR-2337_st,bta-miR-2337
bta-miR-2338_st,bta-miR-2338
bta-miR-2339_st,bta-miR-2339
bta-miR-2340_st,bta-miR-2340
bta-miR-2341_st,bta-miR-2341
bta-miR-2342_st,bta-miR-2342
bta-miR-2343_st,bta-miR-2343
bta-miR-2344_st,bta-miR-2344
bta-miR-2345_st,bta-miR-2345
bta-miR-2346_st,bta-miR-2346
bta-miR-2347_st,bta-miR-2347
bta-miR-2348_st,bta-miR-2348
bta-miR-2349_st,bta-miR-2349
bta-miR-2350_st,bta-miR-2350
bta-miR-2351_st,bta-miR-2351
bta-miR-2352_st,bta-miR-2352
bta-miR-2353_st,bta-miR-2353
bta-miR-2354_st,bta-miR-2354
bta-miR-2355-star_st,bta-miR-2355-star
bta-miR-2355_st,bta-miR-2355
bta-miR-2356_st,bta-miR-2356
bta-miR-2357_st,bta-miR-2357
bta-miR-2358_st,bta-miR-2358
bta-miR-2359_st,bta-miR-2359
bta-miR-2360_st,bta-miR-2360
bta-miR-2361_st,bta-miR-2361
bta-miR-2362_st,bta-miR-2362
bta-miR-2363_st,bta-miR-2363
bta-miR-2364_st,bta-miR-2364
bta-miR-2365_st,bta-miR-2365
bta-miR-2366_st,bta-miR-2366
bta-miR-2367-star_st,bta-miR-2367-star
bta-miR-2367_st,bta-miR-2367
bta-miR-2368-star_st,bta-miR-2368-star
bta-miR-2368_st,bta-miR-2368
bta-miR-2369_st,bta-miR-2369
bta-miR-2370-star_st,bta-miR-2370-star
bta-miR-2370_st,bta-miR-2370
bta-miR-2371_st,bta-miR-2371
bta-miR-2372_st,bta-miR-2372
bta-miR-2373-star_st,bta-miR-2373-star
bta-miR-2373_st,bta-miR-2373
bta-miR-2374_st,bta-miR-2374
bta-miR-2375_st,bta-miR-2375
bta-miR-2376_st,bta-miR-2376
bta-miR-2377_st,bta-miR-2377
bta-miR-2378_st,bta-miR-2378
bta-miR-2379_st,bta-miR-2379
bta-miR-2380_st,bta-miR-2380
bta-miR-2381_st,bta-miR-2381
bta-miR-2382-star_st,bta-miR-2382-star
bta-miR-2382_st,bta-miR-2382
bta-miR-2383_st,bta-miR-2383
bta-miR-2384_st,bta-miR-2384
bta-miR-2385-3p_st,bta-miR-2385-3p
bta-miR-2385-5p_st,bta-miR-2385-5p
bta-miR-2386_st,bta-miR-2386
bta-miR-2387_st,bta-miR-2387
bta-miR-2388-star_st,bta-miR-2388-star
bta-miR-2388_st,bta-miR-2388
bta-miR-2389_st,bta-miR-2389
bta-miR-2390_st,bta-miR-2390
bta-miR-2391_st,bta-miR-2391
bta-miR-2392_st,bta-miR-2392
bta-miR-2393_st,bta-miR-2393
bta-miR-2394_st,bta-miR-2394
bta-miR-2395_st,bta-miR-2395
bta-miR-2396_st,bta-miR-2396
bta-miR-2397-star_st,bta-miR-2397-star
bta-miR-2397_st,bta-miR-2397
bta-miR-2398_st,bta-miR-2398
bta-miR-2399-star_st,bta-miR-2399-star
bta-miR-2399_st,bta-miR-2399
bta-miR-23a_st,bta-miR-23a
bta-miR-23b-3p_st,bta-miR-23b-3p
bta-miR-23b-5p_st,bta-miR-23b-5p
bta-miR-24-3p_st,bta-miR-24-3p
bta-miR-2400_st,bta-miR-2400
bta-miR-2401_st,bta-miR-2401
bta-miR-2402_st,bta-miR-2402
bta-miR-2403_st,bta-miR-2403
bta-miR-2404_st,bta-miR-2404
bta-miR-2405_st,bta-miR-2405
bta-miR-2406_st,bta-miR-2406
bta-miR-2407_st,bta-miR-2407
bta-miR-2408_st,bta-miR-2408
bta-miR-2409_st,bta-miR-2409
bta-miR-2410_st,bta-miR-2410
bta-miR-2411-star_st,bta-miR-2411-star
bta-miR-2411_st,bta-miR-2411
bta-miR-2412_st,bta-miR-2412
bta-miR-2413_st,bta-miR-2413
bta-miR-2414_st,bta-miR-2414
bta-miR-2415-star_st,bta-miR-2415-star
bta-miR-2415_st,bta-miR-2415
bta-miR-2416_st,bta-miR-2416
bta-miR-2417_st,bta-miR-2417
