fluid,mirna,specificity_score,detection_rate,fluid_min,fluid_max,other_max
saliva,hsa-miR-4734,0.0,1.0,-8.637579970137459,-7.443000987461625,-7.347015734643143
saliva,hsa-miR-4735-3p,0.0,1.0,-1.042481250360578,-1.0,0.0
saliva,hsa-miR-4735-5p,0.0,1.0,-8.10137783683853,-8.033199996363098,-6.228097171771688
saliva,hsa-miR-4736,0.0,1.0,-7.543598780356882,-6.3952362251370385,-4.8068945853515626
saliva,hsa-miR-4737,0.0,1.0,-2.907339155019902,-2.6785613794165304,-2.292481250360578
saliva,hsa-miR-4738-3p,0.0,1.0,-8.619092012948355,-8.015231216611529,-8.295924919251023
saliva,hsa-miR-4738-5p,0.0,1.0,-2.3072046726239703,-1.6887218755408673,-0.896240625180289
saliva,hsa-miR-4739,0.0,0.5,-11.144989701386733,-9.798268488634948,-9.767376550460664
saliva,hsa-miR-4740-3p,0.0,1.0,-8.002569035472474,-7.491475527151104,-6.0989284411407025
saliva,hsa-miR-4740-5p,0.0,1.0,-6.895526599325673,-5.393053158029327,-5.108738485975119
saliva,hsa-miR-4741,0.0,1.0,-8.206994011716876,-8.100803477364936,-6.901885492294487
saliva,hsa-miR-4742-3p,0.0,1.0,-9.960855325167882,-9.212776843080396,-8.201739432951555
saliva,hsa-miR-4742-5p,0.0,1.0,-1.646240625180289,-1.292481250360578,0.0
saliva,hsa-miR-4743-5p,0.0,1.0,-7.961854247032456,-7.409793993862676,-7.525788529634979
saliva,hsa-miR-4744,0.0,1.0,-2.1376866963458108,-1.75,-0.7924812503605781
saliva,hsa-miR-4745-3p,0.0,1.0,-3.5342878150695767,-3.4574306837715145,-2.282320754236242
saliva,hsa-miR-4745-5p,0.0,1.0,-5.658649593270301,-4.828904594029833,-4.488639961749958
saliva,hsa-miR-4746-3p,0.0,1.0,-1.5804820237218404,-1.4387218755408673,-1.292481250360578
saliva,hsa-miR-4746-5p,0.0,1.0,-6.228575295198208,-5.465084205574411,-5.49992019122073
saliva,hsa-miR-4747-3p,0.0,1.0,-5.914861367543029,-4.202542484416164,-3.091580553561454
saliva,hsa-miR-4748,0.0,1.0,-8.601568660344153,-8.07274572778609,-7.173870611235947
saliva,hsa-miR-4749-3p,0.0,1.0,-7.287178794801994,-6.898475138913016,-5.38983991555957
saliva,hsa-miR-4749-5p,0.0,1.0,-6.005653247956996,-5.325769312591584,-5.0070250780044505
saliva,hsa-miR-4750-5p,0.0,0.0,-12.262031540356322,-10.701393426585543,-10.275581529768864
saliva,hsa-miR-4751,0.0,1.0,-1.146240625180289,-1.042481250360578,-0.25
saliva,hsa-miR-4752,0.0,1.0,-3.725311008116844,-2.042481250360578,-1.910964047443681
saliva,hsa-miR-4753-3p,0.0,1.0,-5.462703323835141,-5.13028508082448,-4.208926257442949
saliva,hsa-miR-4753-5p,0.0,1.0,-8.093636838700792,-7.817344018561697,-6.645069243027427
saliva,hsa-miR-4754,0.0,1.0,-9.19549964265928,-7.994800168834548,-7.958863808518852
saliva,hsa-miR-4755-3p,0.0,1.0,-6.433311356556541,-6.325694031071748,-4.992023250663381
saliva,hsa-miR-4755-5p,0.0,1.0,-8.230515661613532,-6.5875362459031255,-5.6565865664654655
saliva,hsa-miR-4756-3p,0.0,1.0,-8.673107662127698,-8.636801958786535,-7.725677146606155
saliva,hsa-miR-4756-5p,0.0,1.0,-7.038743556161298,-6.551375534647765,-6.030849911875027
saliva,hsa-miR-4757-3p,0.0,1.0,-2.57480200459682,-1.542481250360578,-1.4387218755408673
saliva,hsa-miR-4757-5p,0.0,1.0,-0.5,0.0,-0.146240625180289
saliva,hsa-miR-4758-3p,0.0,1.0,-8.824156804115054,-8.301342297425693,-8.62810314570626
saliva,hsa-miR-4758-5p,0.0,1.0,-8.562718123221831,-7.816081494043681,-7.0432506558021455
saliva,hsa-miR-4759,0.0,1.0,-3.195339928381165,-2.5090434031383713,-1.6785613794165306
saliva,hsa-miR-4760-3p,0.0,1.0,-0.5,0.25,0.0
saliva,hsa-miR-4760-5p,0.0,1.0,-4.221042629777108,-3.8739013077976954,-1.890560606055268
saliva,hsa-miR-4761-3p,0.0,1.0,-1.8729632740824187,-1.792481250360578,-0.75
saliva,hsa-miR-4761-5p,0.0,1.0,-7.112435235808768,-6.84933353042088,-4.099685922984548
saliva,hsa-miR-4762-3p,0.0,1.0,-1.646240625180289,-1.3729632740824187,-0.25
saliva,hsa-miR-4762-5p,0.0,0.0,-10.884268603002145,-10.397270557910351,-10.110297950819549
saliva,hsa-miR-4763-3p,0.0,1.0,-5.551759390741353,-5.398944579634007,-4.880400109930932
saliva,hsa-miR-4763-5p,0.0,1.0,-5.077049200403634,-4.925867761517987,-4.005266680040819
saliva,hsa-miR-4764-3p,0.0,0.5,-10.188033729110932,-9.69787296581749,-8.33979838285999
saliva,hsa-miR-4764-5p,0.0,1.0,-8.83804636063143,-8.675080491756573,-7.854784457322531
saliva,hsa-miR-4765,0.0,1.0,-6.492695333455789,-5.571768010384887,-5.422014544021036
saliva,hsa-miR-4766-3p,0.0,1.0,-3.9792963940840993,-3.1654445244429965,-3.232314602159243
saliva,hsa-miR-4766-5p,0.0,1.0,-4.882034823942398,-4.438217652303425,-4.08177850373929
saliva,hsa-miR-4767,0.0,1.0,-2.403677461028802,-2.2267226489021295,-2.0572046726239703
saliva,hsa-miR-4768-3p,0.0,1.0,-7.385285012820081,-6.4369662913576,-5.840726007759632
saliva,hsa-miR-4768-5p,0.0,1.0,-8.21084889047169,-7.096874196840817,-6.534053355295209
saliva,hsa-miR-4769-3p,0.0,1.0,-6.944373938339997,-6.806622730055299,-6.124259754099869
saliva,hsa-miR-4769-5p,0.0,1.0,-6.761074680790219,-6.204149051706023,-5.892930292527284
saliva,hsa-miR-4770,0.0,1.0,-3.026640735111221,-2.9776606826174064,-2.7980732036176916
saliva,hsa-miR-4771,0.0,1.0,-6.440995160809171,-6.415568432580734,-5.917133180198654
saliva,hsa-miR-4772-3p,0.0,1.0,-1.396240625180289,0.0,0.0
saliva,hsa-miR-4772-5p,0.0,1.0,-2.34807935569469,-1.292481250360578,-0.646240625180289
saliva,hsa-miR-4773,0.0,1.0,-6.310034257223844,-6.210470159917131,-5.7605276378651755
saliva,hsa-miR-4774-3p,0.0,1.0,-2.494319980874979,-1.9767226489021297,-0.5804820237218405
saliva,hsa-miR-4774-5p,0.0,1.0,-4.902583200477784,-3.4582225035411853,-3.773447229943818
saliva,hsa-miR-4775,0.0,1.0,-6.512867347396597,-6.314065095770742,-6.046488120289885
saliva,hsa-miR-4776-3p,0.0,1.0,-5.8696790760274755,-5.413563291848697,-4.612093614915699
saliva,hsa-miR-4776-5p,0.0,1.0,-5.89558856582729,-5.499965601829569,-5.719719378591634
saliva,hsa-miR-4777-3p,0.0,1.0,-0.5,0.0,0.0
saliva,hsa-miR-4777-5p,0.0,1.0,-9.263232341834856,-8.811854615905,-8.871094515108172
saliva,hsa-miR-4778-3p,0.0,1.0,-5.7590786234655535,-5.1008861695505034,-4.463517728060689
saliva,hsa-miR-4778-5p,0.0,1.0,-8.425817502906757,-7.09972114331173,-6.788965797961901
saliva,hsa-miR-4779,0.0,1.0,-4.446561024604795,-3.5274576635696984,-2.0
saliva,hsa-miR-4780,0.0,0.5,-10.134176178627618,-9.664297263630395,-9.225814384459284
saliva,hsa-miR-4781-3p,0.0,1.0,-3.948299214765236,-3.11383180507614,-3.1936452952233996
saliva,hsa-miR-4781-5p,0.0,1.0,-6.277578768826498,-5.483542571632234,-5.177270953137586
saliva,hsa-miR-4782-3p,0.0,1.0,-0.25,0.25,0.0
saliva,hsa-miR-4782-5p,0.0,1.0,-9.006118815469577,-7.436938302738141,-5.7101729706103885
saliva,hsa-miR-4783-3p,0.0,1.0,-9.630545862903276,-8.782075077207171,-8.444850453159669
saliva,hsa-miR-4783-5p,0.0,1.0,-3.1998204053804806,-2.494319980874979,-2.4943199808749794
saliva,hsa-miR-4784,0.0,1.0,-9.84016947342078,-9.057754119733564,-8.908775686394147
saliva,hsa-miR-4785,0.0,1.0,-4.498190337735783,-4.38872963807818,-3.7920700922146664
saliva,hsa-miR-4786-3p,0.0,1.0,-2.7341594847506427,-1.896240625180289,-0.5
saliva,hsa-miR-4786-5p,0.0,1.0,-6.293211093723833,-5.8939511643105185,-5.28664465482319
saliva,hsa-miR-4787-3p,0.0,1.0,-6.999496481202809,-6.3509378726284345,-5.462344402576944
saliva,hsa-miR-4787-5p,0.0,0.0,-14.8036304465175,-14.122262708595825,-12.710388695501187
saliva,hsa-miR-4788,0.0,0.0,-11.086667832943352,-10.158817518398983,-7.314639829356326
saliva,hsa-miR-4789-3p,0.0,1.0,-4.980683117313413,-2.2034452978042594,-0.646240625180289
saliva,hsa-miR-4789-5p,1.0,1.0,0.0,0.0,0.0
saliva,hsa-miR-4790-3p,0.0,1.0,-4.945688778084825,-3.180167946706389,-4.553665156874805
saliva,hsa-miR-4790-5p,0.0,1.0,-3.07480200459682,-2.4914460711655217,-2.3072046726239703
saliva,hsa-miR-4791,0.0,1.0,-6.5385069284408255,-5.441266476546002,-6.219069490042907
saliva,hsa-miR-4792,0.0,1.0,-8.085123712754012,-6.831028029207133,-7.251410591420866
saliva,hsa-miR-4793-3p,0.0,1.0,-3.1516591358948816,-3.1091778855343035,-2.7758219521030054
saliva,hsa-miR-4793-5p,0.0,1.0,-7.190562544532708,-6.646399129686693,-3.8466677149094046
saliva,hsa-miR-4794,0.0,1.0,-0.75,0.0,0.0
saliva,hsa-miR-4795-3p,0.0,0.0,-12.084169540320143,-11.119317743254822,-9.15961695952641
saliva,hsa-miR-4795-5p,0.0,0.0,-12.383068268950424,-10.53314641208101,-9.916242178490029
saliva,hsa-miR-4796-3p,0.0,1.0,-8.794042337171811,-8.633453943850016,-7.336680826338402
saliva,hsa-miR-4796-5p,0.0,1.0,-4.585327581559436,-3.8277951650133386,-4.474718238382521
saliva,hsa-miR-4797-3p,0.0,1.0,-1.292481250360578,-0.3962406251802891,-0.25
saliva,hsa-miR-4797-5p,0.0,1.0,-8.48994058871218,-7.514927580969863,-7.532756933214465
saliva,hsa-miR-4798-3p,0.0,1.0,-0.25,-0.25,0.0
saliva,hsa-miR-4798-5p,0.0,1.0,-1.396240625180289,-0.75,0.0
saliva,hsa-miR-4799-3p,0.0,1.0,-6.325047741399867,-5.960271100877073,-4.440478692264359
saliva,hsa-miR-4799-5p,1.0,1.0,0.25,0.5,0.25
saliva,hsa-miR-4800-3p,0.0,0.0,-13.86414350085623,-13.503688195898755,-12.316665713200706
saliva,hsa-miR-4800-5p,0.0,1.0,-8.847493519751561,-8.796460982457226,-7.820442585905921
saliva,hsa-miR-4801,0.0,1.0,-5.171253163654494,-4.259686889054327,-3.4853077625757622
saliva,hsa-miR-4802-3p,0.0,1.0,-3.7434131319988566,-1.850219859070546,-2.9498204053804806
saliva,hsa-miR-4802-5p,0.0,1.0,-5.96555339286242,-4.612093614915699,-3.310197833040489
saliva,hsa-miR-4803,0.0,1.0,-6.598380543507545,-4.79538634490919,-4.317400389075489
saliva,hsa-miR-4804-3p,0.0,1.0,-8.602162303747184,-8.412419158060938,-7.72094830215762
saliva,hsa-miR-4804-5p,0.0,1.0,-5.270756194426865,-4.4210364777001105,-2.8729632740824185
saliva,hsa-miR-483-3p,0.0,0.0,-13.563670696237818,-12.588771534049608,-11.688244326374734
saliva,hsa-miR-483-5p,0.0,0.5,-10.880799156888688,-9.915979150253406,-9.201563238779524
saliva,hsa-miR-484,0.0,1.0,-6.31987260751218,-6.162722917924993,-5.499067164691606
saliva,hsa-miR-485-3p,0.0,0.0,-10.727854269119945,-10.563131700446617,-9.601290252741329
saliva,hsa-miR-485-5p,0.0,1.0,-3.571350554715562,-3.543419284075855,-3.2348029706665993
saliva,hsa-miR-486-3p,0.0,1.0,-3.657424531694516,-3.640187693265144,-3.5938277493682675
saliva,hsa-miR-486-5p,0.0,1.0,-7.202001426254945,-6.914449567542634,-5.999201374944928
saliva,hsa-miR-487a-3p,0.0,1.0,-8.681287629277548,-8.537388675270691,-6.5985779898507815
saliva,hsa-miR-487a-5p,0.0,1.0,-6.520100380767293,-6.380930596129389,-5.95859654377137
saliva,hsa-miR-487b-3p,0.0,1.0,-8.732158785739472,-8.550047569738718,-8.553772669694121
saliva,hsa-miR-488-3p,0.0,1.0,-4.876596267486006,-4.552553680617007,-3.646152559312382
saliva,hsa-miR-488-5p,0.0,1.0,-4.029573058256747,-3.3591778855343035,-2.6128027779580822
saliva,hsa-miR-489-3p,0.0,1.0,-9.088805190291458,-7.510848411629522,-7.691188680799601
saliva,hsa-miR-490-3p,0.0,0.5,-10.22422495218831,-9.373091162905547,-9.203439278361248
saliva,hsa-miR-490-5p,0.0,1.0,-9.184953144173583,-8.756905581944826,-7.514620889907533
saliva,hsa-miR-491-3p,0.0,0.0,-13.204441780378962,-11.931264455805708,-12.111392258931106
saliva,hsa-miR-491-5p,0.0,1.0,-6.60666242212702,-6.222431224150882,-5.4572572412289935
saliva,hsa-miR-492,0.0,0.0,-13.161316383439356,-11.99470819315015,-9.693093198269487
saliva,hsa-miR-493-3p,0.0,1.0,-4.3386226134721175,-3.815670535590541,-3.82480200459682
saliva,hsa-miR-493-5p,0.0,1.0,-7.413072912765376,-7.396752139984965,-7.049355214819656
saliva,hsa-miR-494-3p,0.0,1.0,-2.292481250360578,-0.8304820237218405,-0.5424812503605781
saliva,hsa-miR-494-5p,0.0,1.0,-6.133875120275832,-4.829545222546789,-3.4308085752233444
saliva,hsa-miR-495-3p,0.0,1.0,-6.686209485656844,-6.1468747979570715,-5.8051418171164855
saliva,hsa-miR-495-5p,0.0,1.0,-9.156580403068684,-8.939403808777087,-7.765728913862691
saliva,hsa-miR-496,0.0,1.0,-0.75,0.0,0.0
saliva,hsa-miR-497-3p,0.0,1.0,-0.646240625180289,-0.646240625180289,0.0
saliva,hsa-miR-497-5p,0.0,1.0,-1.792481250360578,-0.896240625180289,-1.396240625180289
saliva,hsa-miR-498,0.0,0.0,-11.137502508061395,-11.073704315978606,-9.979335256251389
saliva,hsa-miR-4999-3p,0.0,1.0,-5.4117996024652095,-4.274795852519821,-3.309171733457305
saliva,hsa-miR-4999-5p,0.0,1.0,-2.2267226489021295,-1.9767226489021297,-1.146240625180289
saliva,hsa-miR-499a-3p,0.0,1.0,-3.664775990868415,-3.1699250014423126,-2.7464604842508353
saliva,hsa-miR-499a-5p,0.0,1.0,-2.82480200459682,-2.542481250360578,-1.542481250360578
saliva,hsa-miR-499b-3p,0.0,1.0,-2.1229632740824185,-1.396240625180289,-0.5804820237218405
saliva,hsa-miR-499b-5p,0.0,1.0,-3.195339928381165,-2.6785613794165304,-2.9943199808749794
saliva,hsa-miR-5000-3p,0.0,1.0,-5.9104132826537885,-5.5814260725806815,-6.118903180287302
saliva,hsa-miR-5000-5p,0.0,0.5,-10.588648392042092,-9.378609803671992,-7.904272072707065
saliva,hsa-miR-5001-3p,0.0,1.0,-4.792393184492671,-4.460882133652772,-4.147537105197739
saliva,hsa-miR-5002-3p,0.0,1.0,-8.382999012840406,-7.678859482704473,-8.220612630950212
saliva,hsa-miR-5002-5p,0.0,0.0,-11.089722932641884,-10.548758919292093,-10.32785354356972
saliva,hsa-miR-5003-3p,0.0,1.0,-3.0090434031383713,-2.7736843762620236,-0.896240625180289
saliva,hsa-miR-5003-5p,0.0,1.0,-3.770454069527299,-2.841580553561454,-3.7292963940840993
saliva,hsa-miR-5004-3p,0.0,0.5,-10.399845146652638,-9.875371871732836,-8.85601605334466
saliva,hsa-miR-5004-5p,0.0,1.0,-9.10580365094227,-8.366834720592802,-8.3146925387835
saliva,hsa-miR-5006-3p,0.0,1.0,-6.467943228494053,-6.065251842703116,-5.770797108017769
saliva,hsa-miR-5006-5p,0.0,1.0,-7.763537699634387,-7.3348093176456945,-6.411068927851518
saliva,hsa-miR-5007-3p,0.0,1.0,-6.954813131948149,-6.922324446168507,-6.112730439715174
saliva,hsa-miR-5007-5p,0.0,1.0,-4.250703753901764,-1.9285613794165304,-1.292481250360578
saliva,hsa-miR-5008-3p,0.0,1.0,-9.121908518732038,-8.245599066869605,-7.972937255964428
saliva,hsa-miR-5008-5p,0.0,1.0,-2.244319980874979,-2.2267226489021295,-0.896240625180289
saliva,hsa-miR-5009-3p,0.0,1.0,-7.90894252853726,-7.579828129434584,-5.4913262963204765
saliva,hsa-miR-5009-5p,0.0,1.0,-6.335121046612597,-5.496864581880114,-4.504017074740949
saliva,hsa-miR-500a-3p,0.0,1.0,-3.3729632740824185,-2.971042629777109,-3.4052840283186603
saliva,hsa-miR-500a-5p,0.0,1.0,-6.762793292668365,-6.50661066141927,-5.7618292469799215
saliva,hsa-miR-500a-5p/hsa-miR-500b-5p,0.0,1.0,-4.87893073363084,-4.697765278679238,-4.767509266104942
saliva,hsa-miR-501-3p,0.0,1.0,-3.797195498918404,-3.4645438276438725,-2.776640735111221
saliva,hsa-miR-501-5p,0.0,0.5,-10.6776651734732,-9.344420223606082,-8.556886281085298
saliva,hsa-miR-5010-3p,0.0,1.0,-6.921758258529791,-6.6023361604279955,-6.326731113753345
saliva,hsa-miR-5010-5p,0.0,1.0,-7.434504794809971,-6.874675846599946,-6.22213627781978
saliva,hsa-miR-5011-3p,0.0,1.0,-4.750835555021528,-4.64960400919364,-2.769203899262708
saliva,hsa-miR-5011-5p,0.0,1.0,-6.812945069803678,-6.052441868503134,-4.0781675695484605
saliva,hsa-miR-502-3p,0.0,1.0,-5.972345167923914,-5.849314595889909,-5.766663388196799
saliva,hsa-miR-502-5p,0.0,1.0,-6.758857684827139,-6.328952957000235,-6.186772064154924
saliva,hsa-miR-503-3p,0.0,1.0,-3.2980732036176916,-2.2267226489021295,-1.146240625180289
saliva,hsa-miR-503-5p,0.0,1.0,-1.6887218755408673,-1.3304820237218404,-0.7924812503605781
saliva,hsa-miR-504-5p,0.0,1.0,-5.411667801345445,-4.588396556579589,-4.1828297577562665
saliva,hsa-miR-5047,0.0,1.0,-6.06480248761384,-4.863084444321653,-4.1725881766937984
saliva,hsa-miR-505-3p,0.0,1.0,-4.935537878559002,-4.1252104698892325,-3.6665560007007945
saliva,hsa-miR-505-5p,0.0,1.0,-9.572785358287616,-9.226200003884315,-8.950917505875232
saliva,hsa-miR-506-3p,0.0,1.0,-5.083272454858194,-4.1656531873127,-4.064346960673163
saliva,hsa-miR-506-5p,0.0,1.0,-8.131132211863424,-7.586082335768103,-7.0193634638612545
saliva,hsa-miR-507,0.0,1.0,-2.9285613794165304,-2.7868012312355575,-1.9914460711655215
saliva,hsa-miR-508-3p,0.0,1.0,-2.564641508472483,-2.2590434031383713,-1.2267226489021297
saliva,hsa-miR-508-5p,0.0,0.0,-10.934602675925248,-10.187277786492684,-9.594569027967433
saliva,hsa-miR-5087,0.0,1.0,-3.7434131319988566,-3.5166904830967267,-2.6785613794165304
saliva,hsa-miR-5088-5p,0.0,1.0,-8.676326419107872,-7.778330945063062,-5.796400800652557
saliva,hsa-miR-5089-5p,0.0,1.0,-6.287545902103846,-6.060095354346741,-5.58676495374994
saliva,hsa-miR-509-3-5p,0.0,1.0,-6.314095153139837,-5.656967230640382,-5.501852304092906
saliva,hsa-miR-509-3p,0.0,1.0,-4.7193479966193435,-3.6676917202498105,-3.456438458220778
saliva,hsa-miR-509-5p,0.0,1.0,-3.482314602159243,-2.953445297804259,-2.5090434031383713
saliva,hsa-miR-5090,0.0,1.0,-2.6785613794165304,-2.57480200459682,-0.75
saliva,hsa-miR-5091,0.0,1.0,-6.03743627603932,-5.398935475619059,-4.919925001442312
saliva,hsa-miR-5092,0.0,1.0,-1.042481250360578,-0.8304820237218405,-0.25
saliva,hsa-miR-5093,0.0,1.0,-6.428634934628185,-6.255583147637899,-5.90479158998909
saliva,hsa-miR-5094,0.0,1.0,-8.65512206587086,-8.205053551896013,-6.142768447073201
saliva,hsa-miR-5095,0.0,1.0,-9.582047439163516,-8.258999304090837,-8.465174617847683
saliva,hsa-miR-510-5p,0.0,1.0,-2.630400109930932,-1.910964047443681,-1.0804820237218404
saliva,hsa-miR-5100,0.0,0.0,-13.843018878982535,-13.266603520189474,-11.41562442530218
saliva,hsa-miR-511-5p,0.0,1.0,-1.660964047443681,-1.646240625180289,-1.3729632740824187
saliva,hsa-miR-512-3p,0.0,1.0,-4.902049264391786,-4.296784849027496,-3.3729632740824185
saliva,hsa-miR-512-5p,0.0,1.0,-5.862508553890665,-5.496500080828149,-4.381043595846888
saliva,hsa-miR-513a-3p,0.0,1.0,-4.42103647770011,-4.161667801345445,-3.2999180862090913
saliva,hsa-miR-513a-5p,0.0,0.0,-11.463404756269629,-10.626169561687544,-10.144018885465384
saliva,hsa-miR-513b-5p,0.0,0.5,-10.075701852088322,-8.374090060506168,-7.934520007266181
saliva,hsa-miR-513c-3p,0.0,1.0,-6.635931677481475,-6.0070478470938315,-6.037856347815106
saliva,hsa-miR-513c-5p,0.0,1.0,-7.082000345320647,-5.982217050992115,-5.111161222786269
saliva,hsa-miR-514a-3p,0.0,1.0,-2.019203899262708,-1.701838730514401,-0.896240625180289
saliva,hsa-miR-514a-5p,0.0,1.0,-7.442190579206791,-6.906690426666113,-6.264097412800998
saliva,hsa-miR-514b-3p,0.0,1.0,-4.840731022724422,-4.429265133318294,-3.5110985298396136
saliva,hsa-miR-514b-5p,0.0,1.0,-5.9854975937026715,-5.389905888444375,-5.254986913808983
saliva,hsa-miR-515-3p,0.0,1.0,-7.401627608610815,-6.832531041078538,-5.804020675642105
saliva,hsa-miR-515-5p,0.0,1.0,-2.8110166160487045,-2.526640735111221,-2.6229632740824185
saliva,hsa-miR-516a-3p/hsa-miR-516b-3p,0.0,1.0,-4.0309091134509565,-3.737821178741743,-2.4767226489021295
saliva,hsa-miR-516a-5p,0.0,1.0,-6.672184633041034,-5.227660682617406,-4.789297253378713
saliva,hsa-miR-516b-5p,0.0,1.0,-9.567706144209495,-9.132981460753822,-8.940876927835411
saliva,hsa-miR-517-5p,0.0,1.0,-6.479177070194275,-6.424339047369595,-5.596906790393939
saliva,hsa-miR-517a-3p/hsa-miR-517b-3p,0.0,1.0,-2.09807935569469,-1.7267226489021297,-0.75
saliva,hsa-miR-517c-3p,0.0,1.0,-3.189659909256144,-2.201838730514401,-2.146240625180289
saliva,hsa-miR-5186,0.0,1.0,-2.188721875540867,-1.25,-0.646240625180289
saliva,hsa-miR-5187-3p,0.0,0.5,-10.271400987008946,-9.332791217867708,-9.073843659813598
saliva,hsa-miR-5187-5p,0.0,1.0,-8.366780258056771,-7.997192318168201,-7.846364046690657
saliva,hsa-miR-5188,0.0,1.0,-7.585061090631683,-6.884889438923353,-5.534919998641257
saliva,hsa-miR-5189-5p,0.0,1.0,-8.792404095125402,-8.257577960856983,-8.44138454268949
saliva,hsa-miR-518a-3p,0.0,1.0,-5.921592643978739,-3.2004270897291156,-1.646240625180289
saliva,hsa-miR-518a-5p/hsa-miR-527,0.0,1.0,-9.508154670808944,-9.30583470655996,-8.79962397542011
saliva,hsa-miR-518b,0.0,1.0,-6.407588724924356,-6.357273008266695,-5.400200095643891
saliva,hsa-miR-518c-3p,0.0,1.0,-0.5,-0.25,0.25
saliva,hsa-miR-518c-5p,0.0,1.0,-8.089462349115296,-7.883367869509657,-7.331097711755697
saliva,hsa-miR-518d-3p,0.0,1.0,-1.542481250360578,-0.646240625180289,-0.25
saliva,hsa-miR-518d-5p/hsa-miR-520c-5p/hsa-miR-526a,0.0,1.0,-7.647221670755251,-7.308739018681879,-6.7140819215721645
saliva,hsa-miR-518e-3p,0.0,1.0,-2.201838730514401,-2.1405606060552684,-1.0804820237218404
saliva,hsa-miR-518e-5p/hsa-miR-519a-5p/hsa-miR-519b-5p/hsa-miR-519c-5p/hsa-miR-522-5p/hsa-miR-523-5p,0.0,0.0,-11.129768853073282,-11.080681626711286,-9.758733997779036
saliva,hsa-miR-518f-3p,0.0,1.0,-0.25,-0.25,0.25
saliva,hsa-miR-518f-5p,0.0,1.0,-4.39805585533985,-4.347172506818568,-3.210882133652772
saliva,hsa-miR-5190,0.0,1.0,-8.941426450256513,-8.216368792456414,-8.323221593954464
saliva,hsa-miR-5191,0.0,1.0,-5.689005191645251,-5.619423758333253,-4.655659534609969
saliva,hsa-miR-5192,0.0,1.0,-4.9154445244429965,-4.1776545305404085,-3.779573058256747
saliva,hsa-miR-5193,0.0,1.0,-9.576377144127678,-8.419709701418265,-8.029937233395124
saliva,hsa-miR-5194,0.0,1.0,-3.909912900201872,-3.0221970596792267,-1.146240625180289
saliva,hsa-miR-5195-3p,0.0,1.0,-2.1518325784374026,-1.396240625180289,-0.25
saliva,hsa-miR-5195-5p,0.0,1.0,-6.518402686824897,-6.152831297343289,-5.207561484796281
saliva,hsa-miR-5196-3p,0.0,1.0,-9.15307204779828,-9.069999023472294,-8.597611194681573
saliva,hsa-miR-5196-5p,0.0,1.0,-8.015837350493323,-7.774071684857288,-7.04727395230662
saliva,hsa-miR-5197-3p,0.0,1.0,-2.3304820237218404,-1.542481250360578,-1.2267226489021297
saliva,hsa-miR-5197-5p,0.0,1.0,-5.054186464548827,-5.034287815069577,-4.014635356395485
saliva,hsa-miR-519a-3p,0.0,1.0,-1.292481250360578,-1.2267226489021297,-0.5
saliva,hsa-miR-519b-3p,0.0,1.0,-2.084962500721156,-1.6229632740824187,-1.292481250360578
saliva,hsa-miR-519c-3p,0.0,1.0,-1.7267226489021297,-1.4767226489021297,-0.5
saliva,hsa-miR-519d-3p,0.0,1.0,-7.091521294937653,-6.302703056273588,-6.461148297321357
saliva,hsa-miR-519e-3p,0.0,1.0,-7.048429481480031,-6.764525519136653,-6.298834753170604
saliva,hsa-miR-519e-5p,0.0,0.0,-11.606786515103902,-10.766633137838625,-10.73934607857269
saliva,hsa-miR-520a-3p,0.0,1.0,-4.147997441903781,-4.082435947888196,-3.829070382936555
saliva,hsa-miR-520a-5p,0.0,1.0,-7.043223308206862,-6.749615134036102,-5.960898905666085
saliva,hsa-miR-520b/hsa-miR-520c-3p,0.0,1.0,-4.068303202463584,-3.6044631287214743,-4.04980305710264
saliva,hsa-miR-520c-3p,0.0,1.0,-2.0572046726239703,-1.8729632740824187,-0.75
saliva,hsa-miR-520d-3p,0.0,1.0,-3.3526790834010676,-3.117283254957398,-2.019203899262708
saliva,hsa-miR-520d-5p,0.0,1.0,-7.090847851668102,-6.449357596847721,-6.382953632872969
saliva,hsa-miR-520e,0.0,1.0,-5.912451309671463,-5.657422308599893,-5.400094388276961
saliva,hsa-miR-520f-3p,0.0,1.0,-1.9534452978042591,-1.4387218755408673,-0.3962406251802891
saliva,hsa-miR-520g-3p,0.0,1.0,-3.57480200459682,-3.0792824815961355,-1.5666966351737257
saliva,hsa-miR-520g-3p/hsa-miR-520h,0.0,1.0,-4.3386226134721175,-4.2791875170546465,-3.896152559312382
saliva,hsa-miR-521,0.0,1.0,-5.654931635754992,-4.853918939418257,-4.8172771028804
saliva,hsa-miR-522-3p,0.0,1.0,-6.8419824812510655,-5.98754570119894,-4.830393957853934
saliva,hsa-miR-523-3p,0.0,1.0,-7.778250563686973,-7.51412415720692,-5.928938875352689
saliva,hsa-miR-524-3p,0.0,1.0,-3.39067985676233,-2.2186172794790355,-1.9914460711655215
saliva,hsa-miR-524-5p,0.0,1.0,-4.373667027984182,-3.6880951616382234,-2.8591778855343035
saliva,hsa-miR-525-3p,0.0,1.0,-1.292481250360578,-0.75,-0.25
saliva,hsa-miR-525-5p,0.0,1.0,-4.842220386548522,-4.563374166052884,-3.732314602159243
saliva,hsa-miR-526b-3p,0.0,1.0,-1.146240625180289,-0.7924812503605781,-0.25
saliva,hsa-miR-526b-5p,0.0,1.0,-2.9943199808749794,-2.146240625180289,-2.244319980874979
