fluid,mirna,specificity_score,detection_rate,fluid_min,fluid_max,other_max
semen,bkv-miR-B1-3p/jcv-miR-J1-3p,0.0,1.0,-4.2809091134509565,-4.009686889054327,-3.32480200459682
semen,bkv-miR-B1-5p,0.0,1.0,-8.347453604039035,-8.101003862915766,-7.392941739724437
semen,ebv-miR-BART1-3p,0.0,1.0,-5.957059403314872,-5.649697709496764,-4.878783947586311
semen,ebv-miR-BART1-5p,0.0,1.0,-7.334524019312677,-7.154880671155345,-6.708180066588541
semen,ebv-miR-BART10-3p,0.0,1.0,-6.169429910410252,-5.6800113702940225,-2.967591179895851
semen,ebv-miR-BART10-5p,0.0,1.0,-3.195339928381165,-2.7517568167234923,-1.9767226489021297
semen,ebv-miR-BART11-3p,0.0,1.0,-5.4173782831648944,-5.416996819607155,-4.391498639770545
semen,ebv-miR-BART11-5p,0.0,1.0,-1.4387218755408673,-1.042481250360578,-1.3304820237218404
semen,ebv-miR-BART12,0.0,1.0,-3.456438458220778,-3.099017389409967,-3.4184376848595157
semen,ebv-miR-BART13-3p,0.0,0.0,-11.39262030382179,-11.373420467892592,-11.035447973822148
semen,ebv-miR-BART13-5p,0.0,1.0,-3.853671308951804,-3.670680080674843,-2.1229632740824185
semen,ebv-miR-BART14-3p,0.0,1.0,-4.458685654027592,-4.121433746791681,-4.38903107876453
semen,ebv-miR-BART14-5p,0.0,1.0,-6.170367944125529,-6.097233192009177,-4.842399336569669
semen,ebv-miR-BART15,0.0,1.0,-3.165444524442997,-2.938721875540867,-2.3072046726239703
semen,ebv-miR-BART16,0.0,1.0,-8.265268078973314,-8.117680634376562,-8.040745732152583
semen,ebv-miR-BART17-3p,0.0,1.0,-5.2931212220771755,-5.239645701075759,-5.198408764595195
semen,ebv-miR-BART17-5p,0.0,1.0,-2.321928094887362,-1.4767226489021297,-1.042481250360578
semen,ebv-miR-BART18-3p,0.0,1.0,-6.83764885387197,-6.413608079601756,-6.047942451938714
semen,ebv-miR-BART18-5p,0.0,1.0,-3.903677461028802,-3.7787812384870767,-2.769203899262708
semen,ebv-miR-BART19-3p,0.0,0.0,-11.888301740180426,-11.65996832783993,-10.782220571226574
semen,ebv-miR-BART19-5p,0.0,1.0,-4.296784849027496,-4.1006864056239225,-4.005418510714593
semen,ebv-miR-BART2-3p,0.0,1.0,-8.775561851841225,-8.55297139469592,-7.279152620459367
semen,ebv-miR-BART2-5p,0.0,1.0,-3.9116678013454447,-3.721042629777109,-2.8110166160487045
semen,ebv-miR-BART20-3p,0.0,1.0,-6.548318545570521,-6.366622236212493,-5.858395214232216
semen,ebv-miR-BART20-5p,0.0,1.0,-2.494319980874979,-2.3072046726239703,-1.410964047443681
semen,ebv-miR-BART21-3p,0.0,1.0,-5.473180910058341,-5.300211483898924,-5.319765471387756
semen,ebv-miR-BART21-5p,0.0,1.0,-2.769203899262708,-2.453445297804259,-1.542481250360578
semen,ebv-miR-BART22,0.0,1.0,-2.8729632740824185,-2.810197833040489,-0.8304820237218405
semen,ebv-miR-BART3-3p,0.0,1.0,-4.997459488934091,-4.6252104698892325,-4.168810089394637
semen,ebv-miR-BART3-5p,0.0,1.0,-0.75,-0.3962406251802891,0.0
semen,ebv-miR-BART4-3p,0.0,1.0,-3.871551633297133,-3.5221970596792267,-1.910964047443681
semen,ebv-miR-BART4-5p,0.0,1.0,-5.875106903661907,-5.462282542743121,-5.266202463200877
semen,ebv-miR-BART5-3p,0.0,1.0,-1.5804820237218409,-1.2267226489021297,-1.4767226489021297
semen,ebv-miR-BART5-5p,0.0,1.0,-8.292911884958091,-7.136683869154883,-6.668389651597257
semen,ebv-miR-BART6-3p,0.0,0.0,-12.474500263762458,-12.437883257953397,-12.13301540119656
semen,ebv-miR-BART6-5p,0.0,1.0,-3.084962500721156,-2.2517568167234923,-1.744319980874979
semen,ebv-miR-BART7-3p,0.0,1.0,-0.5,-0.25,-0.25
semen,ebv-miR-BART7-5p,0.0,1.0,-8.232036901521816,-7.900819727644723,-8.011712382939212
semen,ebv-miR-BART8-3p,0.0,0.0,-10.751181932436364,-10.732985848869369,-9.552812522294674
semen,ebv-miR-BART8-5p,0.0,1.0,-0.75,-0.75,0.0
semen,ebv-miR-BART9-3p,0.0,1.0,-6.540685847752486,-6.2887345149630764,-6.318036198813465
semen,ebv-miR-BART9-5p,0.0,1.0,-8.420058078720938,-8.365731087410051,-7.00483599369567
semen,ebv-miR-BHRF1-1,0.0,1.0,-9.36666083257676,-9.331182483914509,-8.965580421384676
semen,ebv-miR-BHRF1-2-3p,0.0,0.0,-10.779527715307166,-10.720756557890931,-9.8312349587438
semen,ebv-miR-BHRF1-2-5p,0.0,1.0,-2.1229632740824185,-1.292481250360578,-0.3962406251802891
semen,ebv-miR-BHRF1-3,0.0,1.0,-7.371568933122912,-7.361697149063014,-6.200816911362905
semen,hcmv-miR-UL112-3p,0.0,1.0,-9.717665216848022,-9.399832870263438,-7.668680664228454
semen,hcmv-miR-UL148D,0.0,1.0,-9.412587892235692,-9.134351403149864,-7.664639328433669
semen,hcmv-miR-UL22A-3p,0.0,1.0,-1.4387218755408673,-1.042481250360578,-1.292481250360578
semen,hcmv-miR-UL22A-5p,0.0,1.0,-6.285067182385484,-6.083919007115147,-6.0976099308100835
semen,hcmv-miR-UL36-3p,0.0,1.0,-1.146240625180289,-0.7924812503605781,0.0
semen,hcmv-miR-UL36-5p,0.0,1.0,-6.14788241279733,-5.87813882503018,-4.463449217516229
semen,hcmv-miR-UL70-3p,0.0,1.0,-6.923131412023338,-6.554989461420253,-6.467306111126122
semen,hcmv-miR-UL70-5p,0.0,1.0,-5.476623573288645,-4.79177489521184,-4.437192348250129
semen,hcmv-miR-US25-1-3p,0.0,1.0,-8.297624230887225,-8.136772918142746,-7.740700428945875
semen,hcmv-miR-US25-1-5p,0.0,1.0,-2.5499180862090913,-2.3072046726239703,-1.8729632740824187
semen,hcmv-miR-US25-2-3p,0.0,1.0,-6.077409054526052,-5.899203037767992,-5.557412422856486
semen,hcmv-miR-US25-2-5p,0.0,1.0,-4.852958422844659,-4.65128124832858,-3.9220625772832944
semen,hcmv-miR-US33-3p,0.0,1.0,-5.8783817847970115,-5.0783270538580325,-5.069668085952845
semen,hcmv-miR-US33-5p,0.0,1.0,-9.30067975215548,-9.028178574541576,-8.350605842049386
semen,hcmv-miR-US5-1,0.0,1.0,-8.704610703059092,-8.557179815759854,-5.721673837646385
semen,hcmv-miR-US5-2-3p,0.0,1.0,-6.609921584255775,-6.56255942224028,-6.035389590450272
semen,hiv1-miR-H1,0.0,1.0,-7.739595292304475,-7.631611785506882,-7.473990183007091
semen,hiv1-miR-N367,0.0,1.0,-3.2459265481648374,-2.7999180862090913,-2.160964047443681
semen,hiv1-miR-TAR-3p,0.0,1.0,-8.43091593257562,-8.430616943128111,-7.481143857084405
semen,hiv1-miR-TAR-5p,0.0,1.0,-1.146240625180289,-1.0,-0.25
semen,hsa-miR-1-3p,0.0,1.0,-1.6887218755408673,-1.4387218755408673,-0.896240625180289
semen,hsa-miR-1-5p,0.0,1.0,-6.486045036904493,-6.117760951966633,-5.581790841847912
semen,hsa-miR-100-3p,0.0,1.0,-1.396240625180289,-1.0,-0.896240625180289
semen,hsa-miR-100-5p,0.0,1.0,-5.238503626930636,-3.902265820243517,-2.2692038992627075
semen,hsa-miR-101-3p,0.0,1.0,-5.765934017351225,-4.224408194728749,-4.605800525705449
semen,hsa-miR-101-5p,0.0,1.0,-1.542481250360578,-0.7924812503605781,-1.0
semen,hsa-miR-103a-2-5p,0.0,1.0,-2.3072046726239703,-1.410964047443681,-0.9767226489021296
semen,hsa-miR-103a-3p,0.0,1.0,-9.036381827543105,-9.022218681072191,-8.213486744373833
semen,hsa-miR-103b,0.0,1.0,-1.396240625180289,-0.646240625180289,-1.646240625180289
semen,hsa-miR-105-3p,0.0,1.0,-4.03729288647774,-3.5342878150695767,-2.688721875540867
semen,hsa-miR-105-5p,0.0,1.0,-4.208926257442949,-4.086212670985748,-3.7718657103125848
semen,hsa-miR-106a-3p,0.0,1.0,-2.396240625180289,-1.542481250360578,-1.146240625180289
semen,hsa-miR-106a-5p,0.0,1.0,-4.425874520708029,-2.32480200459682,-2.0572046726239703
semen,hsa-miR-106b-3p,0.0,1.0,-6.829328896063043,-6.615002505260941,-5.889862420048849
semen,hsa-miR-106b-5p,0.0,1.0,-6.1427207924836855,-5.774264421104018,-5.954102470459138
semen,hsa-miR-107,0.0,1.0,-8.898830321039107,-8.819842719481773,-8.13341173551479
semen,hsa-miR-10a-3p,0.0,1.0,-9.446118398125172,-9.344501708409442,-8.717507915248051
semen,hsa-miR-10a-5p,0.0,1.0,-6.206412841276968,-4.884812425962413,-4.198464320632263
semen,hsa-miR-10b-3p,0.0,1.0,-2.0572046726239703,-1.5323207542362416,-0.896240625180289
semen,hsa-miR-10b-5p,0.0,1.0,-7.343304956703705,-5.652668133458931,-4.418285854185743
semen,hsa-miR-1178-3p,0.0,1.0,-0.896240625180289,-0.896240625180289,-1.0
semen,hsa-miR-1179,0.0,1.0,-0.5,0.0,0.0
semen,hsa-miR-1180-3p,0.0,1.0,-3.0960610305607696,-2.903677461028802,-2.2999180862090913
semen,hsa-miR-1181,0.0,1.0,-7.70091542634773,-7.693953846218419,-3.972649197066967
semen,hsa-miR-1182,0.0,1.0,-4.59606103056077,-4.542735542145545,-3.1516591358948816
semen,hsa-miR-1183,0.0,1.0,-6.252199964783017,-6.1235714420457334,-5.70610743258604
semen,hsa-miR-1184,0.0,0.0,-11.452534197634767,-11.020649429476665,-10.507286127682397
semen,hsa-miR-1185-1-3p,0.0,1.0,-9.010234849341852,-8.497773034754129,-8.033982315091972
semen,hsa-miR-1185-2-3p,0.0,0.0,-10.413910000326672,-10.311676038189823,-9.880716252026753
semen,hsa-miR-1185-5p,0.0,1.0,-2.737821178741743,-2.453445297804259,-1.146240625180289
semen,hsa-miR-1193,0.0,1.0,-5.465696413323043,-4.449663828968114,-3.1952374496874163
semen,hsa-miR-1197,0.0,1.0,-3.723183133152965,-2.634061803922032,-1.80720467262397
semen,hsa-miR-1200,0.0,1.0,-3.849685922984549,-3.4220625772832944,-3.5777951650133386
semen,hsa-miR-1202,0.0,1.0,-1.292481250360578,-1.042481250360578,-0.8304820237218405
semen,hsa-miR-1203,0.0,1.0,-4.67288136029151,-4.077049200403634,-3.026640735111221
semen,hsa-miR-1204,0.0,1.0,-7.336897114334814,-7.193167999669911,-5.702534245246761
semen,hsa-miR-1205,0.0,1.0,-3.9373102347555817,-3.8262304173954185,-1.9285613794165304
semen,hsa-miR-1206,0.0,1.0,-0.5,0.0,0.0
semen,hsa-miR-1207-3p,0.0,1.0,-7.060504988875089,-6.948237727253141,-5.8672577848531065
semen,hsa-miR-1207-5p,0.0,1.0,-5.100623956699826,-4.967503114027944,-4.139148965269983
semen,hsa-miR-1208,0.0,1.0,-0.5,-0.3962406251802891,0.0
semen,hsa-miR-122-3p,0.0,1.0,-5.336514795885313,-5.172401830133093,-4.484044455644191
semen,hsa-miR-122-5p,0.0,1.0,-4.177149738631245,-3.9004209376521177,-2.7276606826174064
semen,hsa-miR-1224-3p,0.0,1.0,-7.019220391384888,-6.155321764251896,-4.988196685033051
semen,hsa-miR-1224-5p,0.0,1.0,-5.284677943566481,-5.259686889054327,-4.780165784372434
semen,hsa-miR-1225-3p,0.0,1.0,-3.2423016557410587,-3.1573391550199026,-2.938721875540867
semen,hsa-miR-1225-5p,0.0,1.0,-1.938721875540867,-1.6229632740824187,-1.146240625180289
semen,hsa-miR-1226-3p,0.0,1.0,-5.011098529839614,-4.9473069892145,-5.085900534436433
semen,hsa-miR-1226-5p,0.0,1.0,-2.792481250360578,-1.292481250360578,-1.0804820237218404
semen,hsa-miR-1227-3p,0.0,1.0,-5.257046329199258,-5.20918981153595,-5.0349278041654735
semen,hsa-miR-1228-3p,0.0,1.0,-4.959591707373828,-4.9007037081567795,-4.819765471387756
semen,hsa-miR-1228-5p,0.0,1.0,-5.549401365829873,-5.202033657018974,-3.960882133652772
semen,hsa-miR-1229-3p,0.0,1.0,-2.880400109930932,-2.82480200459682,-2.6785613794165304
semen,hsa-miR-1231,0.0,1.0,-3.9579257748035745,-3.4985883592147147,-2.967591179895851
semen,hsa-miR-1233-3p,0.0,1.0,-0.75,-0.25,-0.5
semen,hsa-miR-1234-3p,0.0,1.0,-3.5535797802001916,-3.5368012312355575,-3.4645438276438725
semen,hsa-miR-1236-3p,0.0,1.0,-7.889994827800211,-7.856211245368945,-7.68342928198954
semen,hsa-miR-1237-3p,0.0,1.0,-3.1274437510817346,-3.07480200459682,-3.3183032024635835
semen,hsa-miR-1238-3p,0.0,1.0,-2.0804820237218404,-1.9767226489021297,-2.0572046726239703
semen,hsa-miR-124-3p,0.0,1.0,-7.969808394640311,-7.916966900973788,-7.667161842085765
semen,hsa-miR-124-5p,0.0,1.0,-9.519652627382737,-9.320043862551024,-8.559350070246861
semen,hsa-miR-1243,0.0,1.0,-5.328672361457624,-4.911541226941541,-4.6431676559845005
semen,hsa-miR-1244,0.0,1.0,-2.1229632740824185,-1.146240625180289,-1.2267226489021297
semen,hsa-miR-1245a,0.0,1.0,-0.25,-0.25,0.0
semen,hsa-miR-1245b-3p,0.0,1.0,-0.5,-0.25,-0.25
semen,hsa-miR-1245b-5p,0.038461538461538464,1.0,0.0,0.0,0.25
semen,hsa-miR-1246,0.0,0.0,-13.369811375204742,-13.301490102908051,-12.910755723959891
semen,hsa-miR-1247-3p,0.0,1.0,-6.76111347638575,-6.090001716849596,-2.768869787372004
semen,hsa-miR-1247-5p,0.0,1.0,-7.28350220514724,-7.153960777133186,-6.515962894739001
semen,hsa-miR-1248,0.0,1.0,-2.244319980874979,-2.178561379416531,-2.1785613794165304
semen,hsa-miR-1249-3p,0.0,1.0,-5.506994379623441,-5.346269693430473,-5.240068374548557
semen,hsa-miR-1250-5p,0.0,1.0,-4.006295707158877,-2.5572046726239703,-3.5185353656881264
semen,hsa-miR-1251-3p,0.0,1.0,-5.167924999968325,-4.693465093490836,-4.472471042575707
semen,hsa-miR-1251-5p,0.0,1.0,-3.1259564344989377,-3.0221970596792267,-2.2414460711655217
semen,hsa-miR-1252-5p,0.0,1.0,-6.840229180761975,-6.824255649264174,-5.554261562565277
semen,hsa-miR-1253,0.0,1.0,-6.599078222360495,-5.907502470287995,-5.357429323883581
semen,hsa-miR-1254,0.0,1.0,-4.965055784806087,-4.7528068138558135,-2.279085990309367
semen,hsa-miR-1255a,0.0,1.0,-9.294653425266128,-9.122012695312952,-8.986111249971428
semen,hsa-miR-1255b-2-3p,0.0,1.0,-7.0705615355045754,-6.944142977717364,-6.8128830450113504
semen,hsa-miR-1255b-5p,0.0,1.0,-5.076052174861411,-4.887690922966673,-4.946377484953883
semen,hsa-miR-1256,0.0,1.0,-1.688721875540867,-1.2823207542362416,-1.34807935569469
semen,hsa-miR-1257,0.0,1.0,-5.976467198621056,-5.4952527867903065,-5.314373865399917
semen,hsa-miR-1258,0.0,1.0,-8.972037980532008,-8.877727372692847,-7.128206089205217
semen,hsa-miR-125a-3p,0.0,1.0,-7.26733589617022,-7.180754796649471,-7.106066186663125
semen,hsa-miR-125a-5p,0.0,1.0,-9.82028839301898,-9.57725438438734,-8.538681081645
semen,hsa-miR-125b-1-3p,0.0,1.0,-8.551205000885584,-8.44615614904352,-7.886868564916732
semen,hsa-miR-125b-2-3p,0.0,1.0,-6.743825883129106,-6.733764297886237,-6.3377474707856525
semen,hsa-miR-125b-5p,0.0,1.0,-9.128340816087045,-8.33708133973826,-6.94741288611557
semen,hsa-miR-126-3p,0.0,1.0,-4.538229644034155,-4.405775683560844,-4.620449857916438
semen,hsa-miR-126-5p,0.0,1.0,-3.561685149623286,-3.311685149623286,-2.792481250360578
semen,hsa-miR-1260a,0.0,0.0,-10.95830690841331,-10.308485213447234,-8.378684107952854
semen,hsa-miR-1260b,0.0,0.0,-12.960679497614263,-12.614713416142685,-11.536617734039847
semen,hsa-miR-1261,0.0,1.0,-6.493574575399208,-6.294123037977618,-5.461284446868187
semen,hsa-miR-1262,0.0,1.0,-4.998919708581356,-4.437310234755581,-3.856303975824846
semen,hsa-miR-1263,0.0,1.0,-3.621551633297133,-3.5515246534989493,-3.0824490845551753
semen,hsa-miR-1264,0.0,0.0,-10.6623543670041,-10.385184149569737,-9.511719782567296
semen,hsa-miR-1265,0.0,1.0,-7.897847170972315,-7.040878773009946,-5.4997384915895715
semen,hsa-miR-1266-5p,0.0,1.0,-2.3729632740824185,-2.1229632740824185,-1.7267226489021297
semen,hsa-miR-1267,0.0,1.0,-8.861826447002253,-8.700690628375337,-6.1931306722968165
semen,hsa-miR-1268a/hsa-miR-1268b,0.0,1.0,-2.2999180862090913,-2.203445297804259,-0.8304820237218405
semen,hsa-miR-1268b,0.0,1.0,-6.098801843197807,-5.740412144375874,-5.832890014164742
semen,hsa-miR-1269a,0.0,1.0,-2.5192038992627075,-2.4432848016799227,-1.896240625180289
semen,hsa-miR-1269b,0.0,1.0,-4.76506447454274,-4.42103647770011,-3.503853763096672
semen,hsa-miR-127-3p,0.0,1.0,-4.367283254957398,-3.6830418564158465,-2.61383180507614
semen,hsa-miR-127-5p,0.0,1.0,-7.159437502327651,-6.70756274226822,-6.522206762591932
semen,hsa-miR-1270,0.0,1.0,-5.80489021845059,-5.508615453067311,-5.56528499438844
semen,hsa-miR-1271-3p,0.0,1.0,-1.4387218755408673,-0.896240625180289,-0.5
semen,hsa-miR-1271-5p,0.0,1.0,-4.425874520708029,-2.75,-3.407424531694516
semen,hsa-miR-1272,0.0,1.0,-6.3162199864838735,-6.0368281359623115,-4.575740038312096
semen,hsa-miR-1273a,0.0,1.0,-7.560155622332547,-7.283335766700881,-5.984364289517356
semen,hsa-miR-1273c,0.0,1.0,-9.573141455709084,-8.7636647200762,-7.397483921726756
semen,hsa-miR-1273d,0.0,1.0,-5.626163050127337,-5.29429648052014,-4.5139529982849425
semen,hsa-miR-1273e,0.0,0.5,-10.209495037070702,-9.936266743967888,-9.386953893638
semen,hsa-miR-1273f,0.0,1.0,-8.050659470964824,-7.87119013917636,-7.305155104359173
semen,hsa-miR-1273g-3p,0.0,0.0,-11.23293504856135,-11.20672605662053,-10.947498673124374
semen,hsa-miR-1273g-5p,0.0,1.0,-1.25,-1.0804820237218404,-0.9767226489021296
semen,hsa-miR-1275,0.0,0.0,-13.408268704998385,-13.213240628026838,-12.362485901657688
semen,hsa-miR-1276,0.0,1.0,-7.57876299250142,-7.206705799244952,-7.038269814285653
semen,hsa-miR-1277-3p,1.0,1.0,0.0,0.0,0.0
semen,hsa-miR-1277-5p,1.0,1.0,0.0,0.0,0.0
semen,hsa-miR-1278,0.0,1.0,-0.75,-0.75,-0.25
semen,hsa-miR-1279,0.0,1.0,-2.1128027779580822,-2.0572046726239703,-1.5
semen,hsa-miR-128-1-5p,0.0,1.0,-1.542481250360578,-1.4387218755408673,-0.25
semen,hsa-miR-128-3p,0.0,1.0,-3.341580553561454,-2.6376866963458108,-2.487821178741743
semen,hsa-miR-1281,0.0,1.0,-5.819938913930276,-5.787278928244792,-5.463462064234632
semen,hsa-miR-1282,0.0,1.0,-1.292481250360578,-0.7924812503605781,-0.5
semen,hsa-miR-1283,0.0,1.0,-5.925044093859997,-4.7796338955277395,-3.7178078658502343
semen,hsa-miR-1284,0.0,0.5,-10.151667614726296,-9.994089178019856,-8.745643573711591
semen,hsa-miR-1285-3p,0.0,1.0,-7.940175898909797,-7.835128726638216,-6.954866003304948
semen,hsa-miR-1285-5p,0.0,1.0,-8.448515048150503,-7.586869356771928,-7.620545228087173
semen,hsa-miR-1286,0.0,1.0,-7.101100181718462,-6.944714745868613,-6.445244430971856
semen,hsa-miR-1287-5p,0.0,1.0,-6.494718007472442,-6.0358215116126015,-6.027886448183662
semen,hsa-miR-1288-3p,0.0,1.0,-3.064641508472483,-2.834962500721156,-3.0996859229845484
semen,hsa-miR-1289,0.0,1.0,-2.7999180862090913,-1.910964047443681,-1.0
semen,hsa-miR-129-1-3p,0.0,1.0,-5.988639961749959,-5.83233467001792,-5.857873763445432
semen,hsa-miR-129-2-3p,0.0,1.0,-4.997176718429429,-4.844005903859528,-4.8938331059153795
semen,hsa-miR-129-5p,0.0,1.0,-6.216228647118024,-5.914359926071974,-6.034799772231791
semen,hsa-miR-1290,0.0,0.5,-10.033830585914863,-9.572899437057488,-9.781467746732698
semen,hsa-miR-1291,0.0,1.0,-6.312169272656492,-5.9095497546357025,-6.167924999968325
semen,hsa-miR-1292-5p,0.0,1.0,-4.625612783104646,-4.434470269214445,-2.3876866963458108
semen,hsa-miR-1293,0.0,1.0,-6.50883457868987,-6.098172607373275,-5.775116661923854
semen,hsa-miR-1294,0.0,1.0,-5.276573639257577,-5.164294715800043,-4.481300227115076
semen,hsa-miR-1295a,0.0,1.0,-1.8729632740824187,-1.2267226489021297,-0.896240625180289
semen,hsa-miR-1295b-3p,0.0,1.0,-2.2590434031383713,-1.0804820237218404,-0.25
semen,hsa-miR-1295b-5p,0.0,1.0,-3.2839273215261,-2.9330418564158465,-1.4256874697070732
semen,hsa-miR-1296-5p,0.0,1.0,-6.4062048866840335,-6.0148719709199785,-5.798987816198493
semen,hsa-miR-1297,0.0,1.0,-4.166694694707588,-3.293419284075855,-2.7868012312355575
semen,hsa-miR-1298-5p,0.0,0.0,-11.005577370684712,-10.46094574308989,-7.59125595445069
semen,hsa-miR-1299,0.0,1.0,-6.994524115640278,-6.663938331915002,-6.910918039150244
semen,hsa-miR-1301-3p,0.0,1.0,-7.620875323342652,-7.391571821014628,-6.776548475094151
semen,hsa-miR-1302,1.0,1.0,0.0,0.0,0.0
semen,hsa-miR-1303,0.0,1.0,-6.03681800324887,-5.828185293510243,-5.719545104062206
semen,hsa-miR-1304-3p,0.0,1.0,-9.120761151498863,-8.782300217349103,-7.172808146645382
semen,hsa-miR-1304-5p,0.0,1.0,-8.157574651357345,-8.11857902231106,-7.831088754290811
semen,hsa-miR-1305,0.0,1.0,-1.542481250360578,-1.146240625180289,-0.646240625180289
semen,hsa-miR-1306-3p,0.0,1.0,-2.7999180862090913,-2.146240625180289,-2.4461587113893803
semen,hsa-miR-1306-5p,0.0,1.0,-5.754640084043929,-5.317852078251897,-5.575270105007541
semen,hsa-miR-1307-3p,0.0,1.0,-7.101048335392746,-6.835430601131877,-5.961198274663685
semen,hsa-miR-1307-5p,0.0,1.0,-7.48323504201539,-7.060598152421043,-6.680481521384855
semen,hsa-miR-130a-3p,0.0,1.0,-4.852181945127704,-4.670007450582053,-2.9767226489021295
semen,hsa-miR-130a-5p,0.0,1.0,-1.542481250360578,-1.292481250360578,-0.5
semen,hsa-miR-130b-3p,0.0,1.0,-8.538635800823236,-8.235761888267351,-8.459606424350218
semen,hsa-miR-130b-5p,0.0,1.0,-5.77011851184351,-5.603016591340911,-5.344700977807973
semen,hsa-miR-132-3p,0.0,1.0,-4.65528402831866,-3.269203899262708,-3.4786897097354643
semen,hsa-miR-132-5p,0.0,1.0,-5.275083775638217,-5.112420164290855,-4.704812449666791
semen,hsa-miR-1321,0.0,1.0,-9.242129020287187,-8.976067233168393,-8.442192487602226
semen,hsa-miR-1322,0.0,1.0,-3.8755370192643888,-3.545054995542548,-3.2203740962025273
semen,hsa-miR-1323,0.0,1.0,-4.802462687214226,-3.640381656034121,-3.8699450660072743
semen,hsa-miR-1324,0.0,1.0,-2.188721875540867,-1.9285613794165304,0.0
semen,hsa-miR-133a-3p,0.0,1.0,-4.553635514486441,-4.286174517332913,-4.71042179694673
semen,hsa-miR-133a-5p,0.0,1.0,-5.513857682808641,-4.239516385591482,-3.607613137916383
semen,hsa-miR-133b,0.0,1.0,-6.065845671496726,-5.9537269641678305,-6.049413550548383
semen,hsa-miR-134-3p,0.0,1.0,-5.587216631383173,-5.49091236988113,-4.775405914183801
semen,hsa-miR-134-5p,0.0,1.0,-6.348185052208569,-6.335255898410989,-6.004679768930874
semen,hsa-miR-1343-3p,0.0,1.0,-3.311685149623286,-3.07480200459682,-2.665444524442997
semen,hsa-miR-135a-3p,0.0,1.0,-8.354290026377504,-7.865571698331467,-7.751282476887435
semen,hsa-miR-135a-5p,0.0,1.0,-5.94633991763658,-2.4498204053804806,-0.75
semen,hsa-miR-135b-3p,0.0,1.0,-2.160964047443681,-2.0572046726239703,-1.9767226489021297
semen,hsa-miR-135b-5p,0.0,1.0,-4.334178938040123,-4.106201497131098,-3.982314602159243
semen,hsa-miR-136-3p,0.0,1.0,-1.292481250360578,-0.896240625180289,-0.5
semen,hsa-miR-136-5p,0.0,1.0,-2.9886399617499584,-2.744319980874979,-2.3729632740824185
semen,hsa-miR-137,0.0,1.0,-1.042481250360578,-0.25,0.0
semen,hsa-miR-138-1-3p,0.0,1.0,-6.244433176832249,-5.8884495031047015,-3.1229632740824185
semen,hsa-miR-138-2-3p,0.0,1.0,-9.075896870255413,-8.429138237820942,-6.984498651913095
semen,hsa-miR-138-5p,0.0,1.0,-6.419186951295469,-4.821567240669945,-3.714543827643873
semen,hsa-miR-139-3p,0.0,1.0,-6.546869583847625,-6.222427778118978,-5.985655829328883
semen,hsa-miR-139-5p,0.0,1.0,-6.218615903615204,-6.017254087876765,-4.979704165478831
semen,hsa-miR-140-3p,0.0,1.0,-6.800984849260385,-6.4596778795783285,-6.693547462485135
semen,hsa-miR-140-5p,0.0,1.0,-2.292481250360578,-1.5849625007211563,-1.542481250360578
semen,hsa-miR-141-3p,0.0,1.0,-8.725544295126621,-7.344826429322832,-6.127605692652339
semen,hsa-miR-141-5p,0.0,1.0,-3.3496859229845484,-2.1961587113893803,-2.688721875540867
semen,hsa-miR-142-3p,0.0,1.0,-7.044633342535033,-6.108000372482148,-7.152103330940902
semen,hsa-miR-142-5p,0.0,1.0,-6.837440380017468,-6.6825087965277215,-7.4575857258762595
semen,hsa-miR-143-3p,0.0,1.0,-5.440972474427944,-4.498555207529391,-4.6522658202435165
semen,hsa-miR-143-5p,0.0,1.0,-1.146240625180289,0.0,0.0
semen,hsa-miR-144-3p,0.0,1.0,-5.266177798205536,-4.825154053195022,-3.016185691187564
semen,hsa-miR-144-5p,0.0,1.0,-0.25,0.0,0.0
semen,hsa-miR-145-3p,0.0,1.0,-5.021844667115559,-4.771170960096042,-5.054146208534473
semen,hsa-miR-145-5p,0.0,1.0,-2.807354922057604,-2.6859982152650437,-3.2034452978042594
semen,hsa-miR-1468-5p,0.0,1.0,-0.5,-0.5,-0.5
semen,hsa-miR-1469,0.0,0.0,-12.19734719645899,-12.16248751295359,-11.41311794733178
semen,hsa-miR-146a-3p,0.0,1.0,-2.160964047443681,-1.3304820237218404,-1.5849625007211563
semen,hsa-miR-146a-5p,0.0,1.0,-3.725028015744364,-2.4018325784374026,-1.9251099295352732
semen,hsa-miR-146b-3p,0.0,1.0,-3.487821178741743,-3.3870549643385512,-3.456438458220778
semen,hsa-miR-146b-5p,0.0,1.0,-4.505418510714593,-4.391766201919479,-3.9792672499072648
semen,hsa-miR-1470,0.0,1.0,-7.199998842165384,-7.165136123281264,-6.486876964745108
semen,hsa-miR-1471,0.0,1.0,-8.12335137575034,-7.620721002678557,-7.635036222214103
semen,hsa-miR-147a,0.0,1.0,-3.249911934132093,-3.0221970596792267,-1.626948660049674
semen,hsa-miR-147b,0.0,1.0,-7.603701977257326,-7.409160752833756,-6.630490355134909
semen,hsa-miR-148a-3p,0.0,1.0,-7.387429958720764,-5.384635336585344,-2.877443751081734
semen,hsa-miR-148a-5p,0.0,1.0,-4.684648423705704,-4.488262074183656,-4.6419277579178
semen,hsa-miR-148b-3p,0.0,1.0,-6.731514445714078,-5.359021309121937,-4.458926257442949
