fluid,mirna,pvalue,log2fc,cohens_d,fluid_mean,other_mean,fluid_std,other_std,padj
saliva,ebv-miR-BART5-3p,0.4334219309560736,-0.12342157741629478,-0.3059334135505797,-1.9650839733531944,-1.8416623959368996,0.3041199259095134,0.48271791900697264,1.0
saliva,ebv-miR-BART5-5p,0.19169460205188804,0.7312513060915862,1.2489910173535121,-6.97264700321745,-7.703898309309036,0.30425735162019185,0.7700559780423726,1.0
saliva,ebv-miR-BART6-3p,0.11718508719813799,-0.6192975710402777,-1.160945246820311,-13.161244264134908,-12.54194669309463,0.6449733787119971,0.3913198294540711,1.0
saliva,ebv-miR-BART6-5p,0.6015081344405899,-0.09370383255642789,-0.21118464525073843,-2.892391453050818,-2.7986876204943902,0.057428952329662275,0.6248611255298238,1.0
saliva,ebv-miR-BART7-3p,0.19169460205188804,-0.49234023444260844,-1.3677325663704187,-1.0731203125901445,-0.5807800781475361,0.4268796874098555,0.277358877951751,1.0
saliva,ebv-miR-BART7-5p,0.4334219309560736,-0.08334767825759393,-0.2998434544805584,-8.46320620741079,-8.379858529153196,0.15785239478032764,0.36002497100267966,1.0
saliva,ebv-miR-BART8-3p,0.11718508719813799,-0.7576441089559403,-1.2226747309057195,-11.580113049047085,-10.822468940091145,0.09720847360428309,0.870925114293324,1.0
saliva,ebv-miR-BART8-5p,0.06757726305587053,-0.42218046888521676,-1.7679417723011444,-0.896240625180289,-0.47406015629507225,0.0,0.3377109779409671,1.0
saliva,ebv-miR-BART9-3p,0.06757726305587053,-0.5174553710573999,-2.5245307417389937,-7.097531575045853,-6.580076203988453,0.055403405852667564,0.28452875598200555,1.0
saliva,ebv-miR-BART9-5p,0.19169460205188804,0.5458927454465705,1.2417806821692874,-7.671834628344932,-8.217727373791503,0.3401011333626749,0.5204190381110172,1.0
saliva,ebv-miR-BHRF1-1,1.0,-0.12906315060635443,-0.364199535987991,-9.441063723258374,-9.31200057265202,0.47548330187369814,0.158362487734834,1.0
saliva,ebv-miR-BHRF1-2-3p,0.4334219309560736,-0.2836497705695553,-0.38003599836245044,-10.925021901945888,-10.641372131376333,0.6166866833460194,0.856651607232299,1.0
saliva,ebv-miR-BHRF1-2-5p,1.0,0.22404137511586808,0.28500956240156006,-1.4124010022984097,-1.6364423774142778,1.0161603771181207,0.4508583994505518,1.0
saliva,ebv-miR-BHRF1-3,0.19169460205188804,-0.8027843766072262,-1.6610967337327545,-7.886845248449863,-7.084060871842636,0.5472992392932841,0.4093821809918112,1.0
saliva,hcmv-miR-UL112-3p,0.4334219309560736,-0.4955072128353777,-0.8235880075628003,-9.708109933632814,-9.212602720797436,0.49388398971315084,0.692842597950332,1.0
saliva,hcmv-miR-UL148D,1.0,-0.20738123267414998,-0.3888085731799776,-8.817332115214446,-8.609950882540296,0.5651768558509129,0.4995552289381131,1.0
saliva,hcmv-miR-UL22A-3p,0.0367138563627041,-0.855899370160262,-2.8026904367559045,-2.4285613794165304,-1.5726620092562684,0.30559810533411214,0.3051715681350875,1.0
saliva,hcmv-miR-UL22A-5p,0.6015081344405899,-0.14198644135595373,-0.4856826240606375,-6.53142795272899,-6.389441511373036,0.2941948208885692,0.2904815537735986,1.0
saliva,hcmv-miR-UL36-3p,0.0367138563627041,-1.0392226489021295,-3.140147438994745,-1.8729632740824185,-0.833740625180289,0.2499999999999999,0.3956664621879506,1.0
saliva,hcmv-miR-UL36-5p,0.6015081344405899,0.5494716438438241,0.8778731901772977,-5.246135711004264,-5.795607354848088,0.7826864934880353,0.4134420320913095,1.0
saliva,hcmv-miR-UL70-3p,0.2962698714842864,-0.22909554647432628,-1.0303725971504545,-7.103810560877095,-6.874715014402769,0.1938550870873499,0.2475732559567521,1.0
saliva,hcmv-miR-UL70-5p,1.0,-0.16670426765988466,-0.562747900281579,-5.389314586058809,-5.2226103183989245,0.031666227815243975,0.41773764975068284,1.0
saliva,hcmv-miR-US25-1-3p,0.06757726305587053,-0.7274711188440968,-2.3550916376380058,-9.072246486937296,-8.344775368093199,0.29643852335355003,0.3208642494781708,1.0
saliva,hcmv-miR-US25-1-5p,0.19169460205188804,-0.5051020388860152,-1.4145963004060444,-2.8752035125820763,-2.370101473696061,0.3327222622214985,0.37984987551953064,1.0
saliva,hcmv-miR-US25-2-3p,0.19169460205188804,0.12873340254022292,0.790740335702493,-5.859879877352874,-5.988613279893097,0.04737121179912007,0.22530949739602318,1.0
saliva,hcmv-miR-US25-2-5p,0.4334219309560736,-0.33265711083333116,-1.062615452418643,-4.823156885672619,-4.490499774839288,0.21798178012839564,0.38534509907171893,1.0
saliva,hcmv-miR-US33-3p,0.794002680192762,-0.04898290113238701,-0.10367462283203945,-5.730755749475316,-5.681772848342929,0.496731068153903,0.4468887204586273,1.0
saliva,hcmv-miR-US33-5p,0.0367138563627041,-0.8710053668438356,-2.3513916761219833,-10.303902511667621,-9.432897144823785,0.08545668447471932,0.516837412946033,1.0
saliva,hcmv-miR-US5-1,0.2962698714842864,-0.5028018195242687,-0.7065891715219499,-8.831213473793348,-8.328411654269079,0.04681609650296714,1.0052507319214352,1.0
saliva,hcmv-miR-US5-2-3p,0.2962698714842864,-0.5434017961326107,-0.9071294275204207,-7.317470559376663,-6.774068763244053,0.6896258912242965,0.4920373191463009,1.0
saliva,hiv1-miR-H1,0.11718508719813799,-0.18168103117899825,-1.0871671845365989,-8.02376486779174,-7.842083836612742,0.0026550280517092517,0.2363201980146854,1.0
saliva,hiv1-miR-N367,0.6015081344405899,0.270642447228862,0.5774437698380473,-2.7136809186454127,-2.9843233658742747,0.27495904310454566,0.6031079651592973,1.0
saliva,hiv1-miR-TAR-3p,0.06757726305587053,0.9253101031205606,2.0080279968790413,-7.509741037242419,-8.43505114036298,0.028597180158014712,0.6510494580396085,1.0
saliva,hiv1-miR-TAR-5p,0.6952985667826368,-0.02564178927923222,-0.0772478676606023,-1.0286023363119852,-1.002960547032753,0.028602336311985055,0.4685643007441406,1.0
saliva,hsa-miR-1-3p,0.0367138563627041,-0.5584702118629372,-2.5664246442423804,-1.9364816370412092,-1.378011425178272,0.1059996133193688,0.28891019264363277,1.0
saliva,hsa-miR-1-5p,0.794002680192762,0.2746679688257414,0.3524655227662291,-6.5388007966451775,-6.813468765470919,0.3704065624741455,1.0379506513227705,1.0
saliva,hsa-miR-100-3p,0.11718508719813799,-0.8106423041698037,-2.5907431669976533,-2.191003338610395,-1.3803610344405914,0.13379866598642476,0.4217939561174055,1.0
saliva,hsa-miR-100-5p,0.19169460205188804,0.9471842204780736,1.2504819796875581,-3.088271527141305,-4.035455747619379,0.03469174694111343,1.0706416710886972,1.0
saliva,hsa-miR-101-3p,0.2962698714842864,3.190361681638427,1.1445648893527358,-5.771621409478868,-8.961983091117295,1.1658208837734185,3.765643887464717,1.0
saliva,hsa-miR-101-5p,0.4334219309560736,2.375352368055908,1.2364385104472146,-1.363361324451065,-3.738713692506973,0.36336132445106484,2.6924723890172864,1.0
saliva,hsa-miR-103a-2-5p,0.4334219309560736,1.5829486011353189,1.1508610858467296,-2.185923090548227,-3.768871691683546,0.44447701938270534,1.8937132588677066,1.0
saliva,hsa-miR-103a-3p,0.794002680192762,0.11147462034092825,0.09136302476559009,-10.011247554149524,-10.122722174490452,0.443115472093381,1.6676556167457508,1.0
saliva,hsa-miR-103b,0.06757726305587053,-1.123250569181828,-2.159911595374911,-2.8762723005025674,-1.7530217313207395,0.4800316753222784,0.5571916748609766,1.0
saliva,hsa-miR-105-3p,0.6015081344405899,0.30500695833482183,0.4559761015376536,-3.3605213148885547,-3.6655282732233765,0.6717994393476874,0.6660079557355288,1.0
saliva,hsa-miR-105-5p,0.0367138563627041,-1.7776815175172285,-3.781291958329454,-6.045528264192972,-4.267846746675744,0.564342532314352,0.3515015659801905,1.0
saliva,hsa-miR-106a-3p,0.794002680192762,0.7682655045060436,0.6465294861100965,-2.230441066826386,-2.9987065713324297,0.3999590431045459,1.6322090024015397,1.0
saliva,hsa-miR-106a-5p,0.2962698714842864,4.106201257953778,1.4990955502214762,-2.890560606055268,-6.996761864009046,0.542481250360578,3.835526170868008,1.0
saliva,hsa-miR-106b-3p,0.4334219309560736,1.5523575049638882,1.0516203563558353,-6.745580036230111,-8.297937541193999,0.5302420259417748,2.019140066481419,1.0
saliva,hsa-miR-106b-5p,0.794002680192762,2.4846986428069435,0.9605355684002079,-7.219102515437903,-9.703801158244847,0.8058125234130142,3.568413596895397,1.0
saliva,hsa-miR-107,1.0,0.26613432811074844,0.18973517358500405,-9.967529913326585,-10.233664241437333,0.43198014086989467,1.936056514633715,1.0
saliva,hsa-miR-10a-3p,0.794002680192762,-0.35339605735591206,-0.9453791978072373,-9.770020811526305,-9.416624754170392,0.4447112836710563,0.2858422827166988,1.0
saliva,hsa-miR-10a-5p,1.0,0.46609572732675986,0.5795365180525751,-4.770923659916237,-5.237019387242997,0.28291041206892187,1.1016429349590013,1.0
saliva,hsa-miR-10b-3p,0.0367138563627041,-0.5084394272727424,-2.0161852239325406,-2.1507623267494744,-1.642322899476732,0.027799052667055957,0.35554976522410325,1.0
saliva,hsa-miR-10b-5p,0.4334219309560736,0.6609631938900664,0.9157910463131349,-5.032232688368334,-5.693195882258401,0.5443261329519773,0.863438957641954,1.0
saliva,hsa-miR-1178-3p,0.11718508719813799,-0.8591900685850256,-1.8325136369201496,-2.216520928207923,-1.3573308596228975,0.47220094733294393,0.46549257354212553,1.0
saliva,hsa-miR-1179,0.3607653505845012,-0.34906015629507225,-0.8313366101204684,-0.8231203125901445,-0.47406015629507225,0.3231203125901445,0.4981854511079307,1.0
saliva,hsa-miR-1180-3p,1.0,0.09815611932218893,0.17359988773152213,-3.380564857339384,-3.478720976661573,0.10474290523637841,0.7927288165236452,1.0
saliva,hsa-miR-1181,0.19169460205188804,0.3476400844172556,0.3579931226042668,-6.837591261375948,-7.185231345793204,0.32649073028922215,1.3339407293938794,1.0
saliva,hsa-miR-1182,0.11718508719813799,-0.7318154035499704,-1.6682258560889007,-4.9722032749620215,-4.240387871412051,0.1902651343930084,0.5904891609073771,1.0
saliva,hsa-miR-1183,0.11718508719813799,-0.4807154426271767,-1.3971219767876903,-6.648471994685801,-6.167756552058624,0.35676756600764437,0.33089696757433557,1.0
saliva,hsa-miR-1184,0.794002680192762,0.136587259057098,0.20415651415172703,-11.348001391569827,-11.484588650626925,0.8407152638874305,0.4340572728640973,1.0
saliva,hsa-miR-1185-1-3p,0.794002680192762,0.13094136025691228,0.2537838450026794,-8.777589701284032,-8.908531061540945,0.5373937803095012,0.4935885157167012,1.0
saliva,hsa-miR-1185-2-3p,0.794002680192762,-0.08235700050662764,-0.24700276187632392,-10.490102367983791,-10.407745367477164,0.4065705962607362,0.23884173933621655,1.0
saliva,hsa-miR-1185-5p,1.0,-0.25962519723636834,-0.568130320241461,-2.614239732812811,-2.3546145355764425,0.016160377118121128,0.6460677299518166,1.0
saliva,hsa-miR-1193,0.794002680192762,-0.2759352698700184,-0.31747910331990453,-5.1785037990326135,-4.902568529162595,0.5393548337626304,1.104500462345207,1.0
saliva,hsa-miR-1197,0.794002680192762,-0.06617186127475261,-0.1294138354485542,-3.1007886110519864,-3.034616749777234,0.2452724195087832,0.6802480371781711,1.0
saliva,hsa-miR-1200,0.2962698714842864,0.3429251604685879,0.9495333517890795,-3.708982038894754,-4.051907199363342,0.13118687388141503,0.4936096233667235,1.0
saliva,hsa-miR-1202,1.0,-0.07405174817693938,-0.14675122343020777,-1.4438433481729054,-1.369791599995966,0.613361324451065,0.36475343925381687,1.0
saliva,hsa-miR-1203,0.2962698714842864,0.07735959302089102,0.1820960795599523,-3.9364816370412092,-4.0138412300621,0.06351836295879076,0.5974310176125449,1.0
saliva,hsa-miR-1204,0.19169460205188804,-0.3938941509680287,-1.0381833658101889,-7.35705932348771,-6.963165172519681,0.03079000884115768,0.5356785288935852,1.0
saliva,hsa-miR-1205,0.08964805544015826,1.0013113166085712,1.7873419722785067,-2.1178830260202504,-3.1191943426288216,0.18932164660371997,0.7693233922195938,1.0
saliva,hsa-miR-1206,0.11718508719813799,-0.8167917933362817,-2.0913764198435683,-1.384601949631354,-0.5678101562950723,0.23836132445106484,0.498242931823012,1.0
saliva,hsa-miR-1207-3p,0.794002680192762,-0.09162397892688201,-0.21731844232535777,-6.892387359277567,-6.800763380350685,0.41877098431848836,0.42443322976850706,1.0
saliva,hsa-miR-1207-5p,0.2962698714842864,-0.42979153420904925,-1.3107717805293373,-5.216259719174783,-4.786468184965734,0.29273487296731604,0.3596283845809706,1.0
saliva,hsa-miR-1208,0.8961247779728454,0.01062031259014451,0.03189793493734997,-0.375,-0.3856203125901445,0.375,0.28474906048636067,1.0
saliva,hsa-miR-122-3p,0.4334219309560736,-0.3798773485163647,-0.9199554800515292,-5.653684117014194,-5.273806768497829,0.4498633129186267,0.37235145593418,1.0
saliva,hsa-miR-122-5p,0.2962698714842864,0.47823774656386275,1.1475203854747504,-3.02873855014977,-3.5069762967136326,0.16956066461546637,0.5644668608312163,1.0
saliva,hsa-miR-1224-3p,1.0,-0.09356568148986799,-0.16065272251583035,-6.142950298000501,-6.049384616510633,0.35834078396170455,0.741615584066008,1.0
saliva,hsa-miR-1224-5p,0.0367138563627041,-0.4546860771640642,-3.9231362915349495,-5.606655988958739,-5.151969911794675,0.014883366291713607,0.1632282605474779,1.0
saliva,hsa-miR-1225-3p,0.06757726305587053,-1.0187330510260626,-2.4627338575052797,-4.569450947796696,-3.5507178967706334,0.2854259570193176,0.5106468928111916,1.0
saliva,hsa-miR-1225-5p,0.0367138563627041,-0.7282689745195197,-3.877017310452364,-2.360521314888554,-1.6322523403690345,0.09131741562584672,0.24946103326995014,1.0
saliva,hsa-miR-1226-3p,0.11718508719813799,-0.48423429121912154,-2.1921235784531423,-5.822757009817556,-5.338522718598434,0.028399692026423562,0.3111024537336689,1.0
saliva,hsa-miR-1226-5p,0.6015081344405899,-0.17411864434825275,-0.2633594602707283,-2.1105213148885547,-1.936402670540302,0.280039291166714,0.8920773235760044,1.0
saliva,hsa-miR-1227-3p,0.06757726305587053,-0.9943975034018333,-2.89246419852576,-6.549338038095943,-5.55494053469411,0.24361131267535585,0.42075568057339185,1.0
saliva,hsa-miR-1228-3p,0.4334219309560736,-0.15260841572371575,-0.49078824748023664,-5.349233488946087,-5.196625073222371,0.18212303193283752,0.4002567383734371,1.0
saliva,hsa-miR-1228-5p,0.2962698714842864,0.4104293571767874,0.8668327894513733,-4.5835699898787565,-4.993999347055544,0.3875263075958282,0.5460704814333464,1.0
saliva,hsa-miR-1229-3p,0.06757726305587053,-0.9465413183915286,-2.11161166679939,-4.100421907885186,-3.153880589493657,0.43099199747493344,0.4648781491121598,1.0
saliva,hsa-miR-1231,0.794002680192762,-0.005669278264293975,-0.015998232797487265,-3.641438087142145,-3.635768808877851,0.1840074033706307,0.4661502940754471,1.0
saliva,hsa-miR-1233-3p,0.0367138563627041,-1.1607717015691859,-3.3126853141725228,-2.150762326749475,-0.989990625180289,0.09355765412550454,0.4866314300276981,1.0
saliva,hsa-miR-1234-3p,0.19169460205188804,-0.5273362677075548,-1.0780781315846282,-4.4930924136793315,-3.9657561459717767,0.23258674161678883,0.651481847687988,1.0
saliva,hsa-miR-1236-3p,0.0367138563627041,-0.7104087908728207,-3.114402898742612,-8.744287021080574,-8.033878230207753,0.11962483964897075,0.2995881668719612,1.0
saliva,hsa-miR-1237-3p,0.19169460205188804,-0.7504629892884807,-2.0650149239028823,-4.36044680644185,-3.609983817153369,0.08462485433884481,0.5069353943643142,1.0
saliva,hsa-miR-1238-3p,0.11718508719813799,-0.47118804976624684,-2.2590901035532314,-2.739239732812811,-2.268051683046564,0.005080248062168113,0.29492479738051197,1.0
saliva,hsa-miR-124-3p,0.11718508719813799,-0.7592247235994041,-1.7690779545866773,-8.882877296866008,-8.123652573266604,0.24347154704252993,0.5559543428708644,1.0
saliva,hsa-miR-124-5p,0.794002680192762,0.030945338539870804,0.08438265901614272,-9.20879750109992,-9.23974283963979,0.18180938517469247,0.4857176902795708,1.0
saliva,hsa-miR-1243,0.794002680192762,0.12258611038379197,0.3709168672642459,-5.165220671288082,-5.287806781671874,0.19908646858135004,0.42286907599727036,1.0
saliva,hsa-miR-1244,0.4334219309560736,-0.4700118605899952,-1.0197713488040898,-2.5206820786873063,-2.050670218097311,0.2792360075217848,0.5889681730342838,1.0
saliva,hsa-miR-1245a,0.6015081344405899,0.06484960926231931,0.19772958552914888,-0.3962406251802891,-0.4610902344426084,0.0,0.463821317826249,1.0
saliva,hsa-miR-1245b-3p,0.19169460205188804,0.5064405816873687,0.8613885429227026,-0.25,-0.7564405816873687,0.0,0.8314658292624474,1.0
saliva,hsa-miR-1245b-5p,0.4334219309560736,0.09375,0.8846517369293828,0.125,0.03125,0.125,0.08267972847076846,1.0
saliva,hsa-miR-1246,0.0367138563627041,-1.040150861838944,-3.0151170917105707,-14.592109969201456,-13.551959107362512,0.0593560031152256,0.4842492422715543,1.0
saliva,hsa-miR-1247-3p,0.4334219309560736,-0.6359080322875705,-0.6828697286986468,-6.39510801411761,-5.759199981830039,0.49917020548750113,1.2186893234161733,1.0
saliva,hsa-miR-1247-5p,0.0367138563627041,-0.6997480341532523,-2.7185871610609,-7.666482970450222,-6.9667349362969695,0.2214507408029136,0.2888994908540868,1.0
saliva,hsa-miR-1248,0.794002680192762,-0.0879001728258535,-0.15481611549844052,-3.1530621906026632,-3.0651620177768097,0.0190003866806312,0.802725270598246,1.0
saliva,hsa-miR-1249-3p,0.11718508719813799,-0.7028343684697536,-2.251265053623019,-6.382839729508905,-5.680005361039152,0.05349078562372078,0.4382585382590118,1.0
saliva,hsa-miR-1250-5p,0.6015081344405899,-0.5414574718147063,-1.2461419312373672,-4.371763786631724,-3.8303063148170176,0.018084220591283007,0.6142196172553825,1.0
saliva,hsa-miR-1251-3p,0.0367138563627041,-0.6186867186876572,-2.619646796815697,-5.640996074986084,-5.022309356298427,0.15036808238852828,0.29823427870750874,1.0
saliva,hsa-miR-1251-5p,0.794002680192762,0.034738805572711584,0.08001882280612055,-2.973882639339619,-3.0086214449123307,0.2295626584646402,0.5694240760515918,1.0
saliva,hsa-miR-1252-5p,0.2962698714842864,-0.64871460015073,-1.19948079576501,-6.846578075122912,-6.197863474972182,0.6219561085979519,0.4451558121980687,1.0
saliva,hsa-miR-1253,0.6015081344405899,-0.22258155148123304,-0.6030373737340049,-6.103980182790708,-5.881398631309475,0.358395145724967,0.37950449006712644,1.0
saliva,hsa-miR-1254,0.794002680192762,-0.3881403634666194,-0.51559765484277,-4.859245202991725,-4.471104839525106,0.5938180268265691,0.8836213964621006,1.0
saliva,hsa-miR-1255a,0.11718508719813799,-0.48141665155083757,-2.23395612780607,-9.783464928044602,-9.302048276493764,0.11907879645556019,0.28053590728680156,1.0
saliva,hsa-miR-1255b-2-3p,0.794002680192762,-0.014850191845955152,-0.05666195807609435,-7.146223445997421,-7.131373254151466,0.33334040098607076,0.162050019604163,1.0
saliva,hsa-miR-1255b-5p,1.0,-0.1937214999603798,-0.3805011623452393,-5.537605061098419,-5.343883561138039,0.5912275761445356,0.4109261568530512,1.0
saliva,hsa-miR-1256,0.794002680192762,0.2105294727266731,0.3468773626291321,-1.966520928207923,-2.177050400934596,0.424039677847345,0.7462658826338925,1.0
saliva,hsa-miR-1257,0.2962698714842864,-0.24122767233392928,-0.5792000234233643,-6.0027572572332994,-5.76152958489937,0.47177237994208543,0.3526315914859121,1.0
saliva,hsa-miR-1258,0.794002680192762,-0.21409511647468094,-0.3528970268840707,-8.903453848857044,-8.689358732382363,0.5853549112124883,0.6272780610875746,1.0
saliva,hsa-miR-125a-3p,0.19169460205188804,-0.1646571149731102,-0.449334674921989,-7.568920353534756,-7.404263238561645,0.3003306109678747,0.422335868539072,1.0
saliva,hsa-miR-125a-5p,0.19169460205188804,0.6513285203100629,1.3297281154896536,-9.174977371229811,-9.826305891539874,0.636296289584811,0.2738172926613809,1.0
saliva,hsa-miR-125b-1-3p,0.794002680192762,0.10978019305722597,0.25795090946118554,-8.52939170301422,-8.639171896071446,0.5067572180621767,0.3247203889323674,1.0
saliva,hsa-miR-125b-2-3p,0.19169460205188804,0.45313862147836836,1.3041298178265657,-6.464925039308856,-6.918063660787224,0.1041969461629435,0.480214480827099,1.0
saliva,hsa-miR-125b-5p,0.19169460205188804,0.9985739551203912,1.223964264978761,-7.549351134549727,-8.547925089670118,0.6019382484341564,0.9843271886917393,1.0
saliva,hsa-miR-126-3p,0.6015081344405899,1.781130901327077,0.9622825916931901,-4.99672417616302,-6.777855077490097,0.37627431824658153,2.5904445184722724,1.0
saliva,hsa-miR-126-5p,0.0367138563627041,2.6068324293899283,1.5670801756929238,-2.967591179895851,-5.5744236092857795,0.17510992953527316,2.3460131929588983,1.0
saliva,hsa-miR-1260a,0.2962698714842864,0.8423543794911179,1.2965040484458468,-9.099032245753824,-9.941386625244942,0.7203481378009702,0.5703947836587431,1.0
saliva,hsa-miR-1260b,0.794002680192762,0.1203029045721884,0.20915687334128258,-12.307911417079325,-12.428214321651513,0.5459217588551875,0.6030208071106543,1.0
saliva,hsa-miR-1261,0.2962698714842864,0.47909257551508055,1.1757298305976236,-5.783311335803743,-6.262403911318824,0.2218509235606585,0.5318558467089066,1.0
saliva,hsa-miR-1262,1.0,-0.21731447785120395,-0.6102532140273368,-4.889564824939228,-4.672250347088024,0.015318231953784789,0.5033760958359403,1.0
saliva,hsa-miR-1263,0.4334219309560736,0.016344652631659073,0.04552544501118763,-3.7357442499976,-3.752088902629259,0.09304314056647511,0.4991363356302132,1.0
saliva,hsa-miR-1264,0.4334219309560736,-0.277687740711805,-0.5263260617927238,-10.476869104141684,-10.19918136342988,0.18433103835214837,0.7230062323881423,1.0
saliva,hsa-miR-1265,0.2962698714842864,0.6734648146517763,0.9560373064762044,-6.20696476002349,-6.880429574675266,0.7072262684339181,0.7016298436591177,1.0
saliva,hsa-miR-1266-5p,0.2962698714842864,-0.37658913610746714,-0.7951943015349637,-2.781311591669281,-2.404722455561814,0.4185088137111992,0.5228851046004688,1.0
