fluid,mirna,pvalue,log2fc,cohens_d,fluid_mean,other_mean,fluid_std,other_std,padj,fdr,specificity_score,detection_rate,fluid_min,fluid_max,other_max,score
blood,hsa-miR-3619-5p_st,0.0045563498031851,-2.0446987945333857,-1.965278694769873,3.151327494683596,5.196026289216982,0.2045683129883375,1.457073948624819,1.0,0.09872576474505224,0.3375029917994613,1.0,2.80498900419977,3.37504311440217,8.33063422428086,9.40862014618101
blood,hsa-miR-4701-3p_st,0.0077618299762632,-2.3875238421317344,-1.5760905418113018,3.722750066545308,6.110273908677042,0.2882440296794382,2.1228262748223212,1.0,0.1171095236908054,0.3363986746126531,1.0,3.40386055479806,4.14585544554292,10.1382580415305,7.939967377926281
blood,hsa-miR-4726-5p_st,0.0077618299762632,-2.2126450119013312,-1.640529631845762,2.99053995005687,5.203184961958201,0.2335110736075986,1.8930562957300912,1.0,0.1171095236908054,0.3360237494637488,1.0,2.6910861297508,3.29893511721788,8.02837863859739,7.659239683134982
saliva,hsa-miR-223_st,0.0010631149171586,6.89954215776554,4.8132355349516365,9.750033489083782,2.8504913313182416,1.1308459427058497,1.6824853017086954,1.0,0.07068671929578063,1.2411557551888683,1.0,7.59454545966517,10.7565511077255,6.11698722772951,98.74465761912256
saliva,hsa-miR-3651_st,0.0010631149171586,5.855584497158874,3.789663883459807,8.752262391557533,2.896677894398658,0.9290152383634266,1.9778482841780465,1.0,0.07068671929578063,1.0532658067078744,1.0,7.4071745625561,9.75077265615953,7.03207287022778,65.98225691634437
saliva,hsa-miR-145_st,0.0019437563806569,6.709265266833913,3.491174277967901,9.59893379998518,2.8896685331512653,1.1525443281240062,2.4613228760419177,1.0,0.07619974435615662,0.9495170922434476,1.0,7.99720808220138,10.9243622607076,8.42292674519692,63.50872295369699
saliva,hsa-miR-939_st,0.0010631149171586,-3.6677953406575856,-3.808932926417674,4.87852515003703,8.546320490694615,0.1807050348828471,1.3497682347399529,1.0,0.07068671929578063,0.4342383821798027,1.0,4.59506332979271,5.11102559092652,10.5949200595214,41.53982291686495
saliva,hsa-miR-125a-5p_st,0.0026004014386172,4.345887440601688,3.5849700216568317,6.162213253365446,1.8163258127637585,0.7873963057746788,1.5228648561757234,1.0,0.08358257135877654,0.8575226987717752,1.0,5.40812803093745,7.57673274447744,6.3083494019433,40.27335030615269
saliva,hsa-miR-1909_st,0.0010631149171586,-4.222165868591018,-3.1790686137042297,5.169588930350876,9.391754798941896,0.9209967423495276,1.636929795583647,1.0,0.07068671929578063,0.3414097129525404,1.0,4.02906204728257,6.79909151233306,11.8205422899437,39.91089007812001
saliva,hsa-miR-205_st,0.0077618299762632,8.104985236118274,2.1442374169789207,12.39510633603814,4.290121099919868,0.3900272550667815,5.331326421706238,1.0,0.1171095236908054,0.9496515042533994,1.0,11.9258972061127,12.8622959609519,12.5587129990875,36.67033997216852
